Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
LITE,2024-11-29,QQQ,XLK,,RF,0.55,0.02,0.5112278948248148,-1,-0.037749566938570046,0.036749566938570045
WING,2024-11-29,QQQ,XLY,,LR,0.575,0.02,0.5469993275019476,-1,-0.03695213990583761,0.03595213990583761
CVLT,2024-11-29,QQQ,XLK,MDY,RF,0.575,0.04,0.47943104927668245,-1,-0.0343321613621539,0.033332161362153896
TRU,2024-11-29,QQQ,XLI,,RF,0.625,0.02,0.48769172095843305,-1,-0.022439262062752457,0.021439262062752457
AR,2024-11-29,QQQ,XLE,MDY,RF,0.65,0.02,0.42957563610585703,-1,-0.021653091911944075,0.020653091911944074
VAC,2024-11-29,QQQ,XLI,MDY,RF,0.625,0.04,0.5122460094468095,-1,-0.016859981598635113,0.015859981598635112
QLYS,2024-11-29,QQQ,XLY,,LR,0.625,0.04,0.3670087957438967,-1,-0.01627836881101658,0.01527836881101658
GMED,2024-11-29,QQQ,XLI,MDY,RF,0.65,0.02,0.5388683803737729,-1,-0.014654263249532402,0.013654263249532402
CNH,2024-11-29,QQQ,XLB,MDY,RF,0.625,0.04,0.5217898318843691,-1,-0.013055952366864146,0.012055952366864145
BWXT,2024-11-29,QQQ,XLI,MDY,LR,0.575,0.02,0.4309205518861681,-1,-0.012981656541962346,0.011981656541962347
H,2024-11-29,QQQ,XLI,MDY,RF,0.575,0.02,0.5004826718486811,-1,-0.01179738329199629,0.010797383291996289
WMS,2024-11-29,QQQ,XLB,MDY,RF,0.65,0.04,0.5246534310744131,-1,-0.010472384932523712,0.009472384932523711
CELH,2024-11-29,QQQ,XLY,,RF,0.65,0.06,0.47736467202614136,-1,-0.007297657823263396,0.006297657823263396
TMHC,2024-11-29,QQQ,XLB,MDY,RF,0.6,0.02,0.4702776791911096,-1,-0.006893121312336532,0.005893121312336532
OGS,2024-11-29,QQQ,XLU,MDY,RF,0.65,0.04,0.5434967273446166,-1,-0.006777572322120392,0.005777572322120392
ALLY,2024-11-29,QQQ,XLF,MDY,RF,0.625,0.08,0.4846852482481674,-1,-0.006503062440563382,0.005503062440563382
MTSI,2024-11-29,QQQ,XLK,,LR,0.55,0.04,0.44342336126696674,-1,-0.0061574083451061065,0.0051574083451061065
PCTY,2024-11-29,QQQ,XLY,,RF,0.575,0.02,0.405532099306908,-1,-0.005269312731612372,0.004269312731612372
ARMK,2024-11-29,QQQ,XLI,MDY,LR,0.65,0.02,0.5941602573866084,-1,-0.004480246003477125,0.003480246003477125
TNL,2024-11-29,QQQ,XLI,MDY,LR,0.625,0.06,0.5553795757715252,-1,-0.004317858834901437,0.003317858834901437
CIVI,2024-11-29,QQQ,XLE,MDY,RF,0.625,0.02,0.5525823038220369,-1,-0.003870844362446531,0.002870844362446531
BLD,2024-11-29,QQQ,XLB,MDY,RF,0.6,0.02,0.4884732409263821,-1,-0.0032882514470225646,0.0022882514470225646
PLNT,2024-11-29,QQQ,XLI,MDY,RF,0.65,0.02,0.5351853416851752,-1,-0.0031221803897867025,0.0021221803897867025
JAZZ,2024-11-29,QQQ,XLV,,LR,0.65,0.04,0.5510285456686994,-1,-0.0029528621850514465,0.0019528621850514465
NWE,2024-11-29,QQQ,XLU,MDY,RF,0.625,0.02,0.5244785964852301,-1,-0.001985685605393398,0.0009856856053933978
LOPE,2024-11-29,QQQ,XLF,MDY,LR,0.55,0.1,0.6457957917885063,0,0.022010893831147498,0.0
MASI,2024-11-29,QQQ,XLI,,LR,0.65,0.02,0.6626834741379034,0,-0.0019887683753527056,-0.0
