Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
DUOL,2024-06-28,QQQ,XLK,,LR,0.55,0.1,0.3154485400016527,-1,-0.08100462043644624,0.08000462043644624
CHWY,2024-06-28,QQQ,XLY,,RF,0.6,0.02,0.45859351671868515,-1,-0.07333152621313314,0.07233152621313314
ALGM,2024-06-28,QQQ,XLK,,RF,0.625,0.02,0.5600349101038645,-1,-0.026476635959400967,0.025476635959400966
VAL,2024-06-28,QQQ,XLE,MDY,RF,0.6,0.1,0.46113914872336403,-1,-0.02388026894925364,0.02288026894925364
CNM,2024-06-28,QQQ,XLI,MDY,RF,0.575,0.02,0.5992788040072798,1,0.021805723101486083,0.02080572310148608
APG,2024-06-28,QQQ,XLI,MDY,LR,0.575,0.1,0.24227595432945184,-1,-0.02083955942361238,0.019839559423612377
DOCS,2024-06-28,QQQ,XLC,,RF,0.6,0.06,0.4467994563653277,-1,-0.018428368151764792,0.01742836815176479
SHC,2024-06-28,QQQ,XLB,,LR,0.6,0.02,0.4830011013279648,-1,-0.016822605544438776,0.015822605544438775
WMG,2024-06-28,QQQ,XLC,,RF,0.65,0.02,0.4296573176863685,-1,-0.0136319652313086,0.0126319652313086
RYAN,2024-06-28,QQQ,XLI,,LR,0.575,0.1,0.47287013066888295,-1,-0.01141286949242869,0.01041286949242869
AVTR,2024-06-28,QQQ,XLV,,LR,0.6,0.04,0.504828405590611,-1,-0.011047046050768892,0.010047046050768893
UA,2024-06-28,QQQ,XLB,MDY,RF,0.65,0.02,0.6198404063793622,-1,-0.00993189003931029,0.008931890039310289
TWLO,2024-06-28,QQQ,XLY,,RF,0.6,0.02,0.5090915189096491,-1,-0.006111402072313641,0.005111402072313641
NVST,2024-06-28,QQQ,XLB,MDY,LR,0.625,0.02,0.2799921621176322,-1,-0.0047766357729064155,0.0037766357729064155
EQH,2024-06-28,QQQ,XLF,MDY,LR,0.65,0.02,0.712552541185062,1,0.004224431624882487,0.0032244316248824867
