Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
MASI,2024-06-28,SPY,XLI,,RF,0.625,0.02,0.4715069214502177,-1,-0.07046519921743456,0.06946519921743456
AVAV,2024-06-28,SPY,XLI,IJR,LR,0.575,0.06,0.49269722847367364,-1,-0.018328874225559587,0.017328874225559586
VAC,2024-06-28,SPY,XLI,MDY,RF,0.625,0.08,0.5251849727538294,-1,-0.018047574635066607,0.017047574635066606
CNH,2024-06-28,SPY,XLB,MDY,RF,0.65,0.04,0.567176187277972,-1,-0.014712486582328961,0.013712486582328962
ENSG,2024-06-28,SPY,XLV,MDY,LR,0.6,0.1,0.7007878470981974,1,0.012887961464190792,0.011887961464190792
TNL,2024-06-28,SPY,XLI,MDY,LR,0.65,0.06,0.5011845012154342,-1,-0.01266352725800411,0.011663527258004111
PFGC,2024-06-28,SPY,XLF,MDY,RF,0.65,0.02,0.6130444411934408,-1,-0.010445099104471427,0.009445099104471427
FNF,2024-06-28,SPY,XLF,MDY,RF,0.625,0.02,0.49140779488941744,-1,-0.00929198781948959,0.008291987819489591
ACM,2024-06-28,SPY,XLI,MDY,RF,0.65,0.02,0.57644937541722,-1,-0.00893808718666855,0.007938087186668549
UAA,2024-06-28,SPY,XLB,MDY,LR,0.625,0.02,0.49252677296441133,-1,-0.008569540916193316,0.007569540916193316
AR,2024-06-28,SPY,XLE,MDY,RF,0.65,0.04,0.5523534897055696,-1,-0.0071787129483648,0.0061787129483648
GWRE,2024-06-28,SPY,XLK,,RF,0.65,0.02,0.5028266393885781,-1,-0.006483861531047909,0.005483861531047909
NWE,2024-06-28,SPY,XLU,MDY,RF,0.65,0.1,0.524613240921094,-1,-0.006226901548301235,0.005226901548301235
QLYS,2024-06-28,SPY,XLY,,LR,0.55,0.02,0.5275585599470438,-1,-0.006226118541701421,0.005226118541701421
IPGP,2024-06-28,SPY,XLK,MDY,LR,0.575,0.1,0.4330278575300807,-1,-0.0062149956384908115,0.0052149956384908115
RH,2024-06-28,SPY,XLY,MDY,RF,0.6,0.06,0.5373928568232994,-1,-0.005866009671553759,0.004866009671553759
HOMB,2024-06-28,SPY,XLF,IJR,RF,0.6,0.02,0.5018484159460468,-1,-0.0058367369029795006,0.0048367369029795005
GMED,2024-06-28,SPY,XLI,MDY,LR,0.625,0.06,0.6984132481765545,1,0.005339614598237119,0.004339614598237119
POST,2024-06-28,SPY,XLP,MDY,LR,0.55,0.04,0.6170612829360336,1,0.004615059886822391,0.003615059886822391
ALLY,2024-06-28,SPY,XLF,MDY,RF,0.6,0.02,0.5721506013075209,-1,-0.003120506509588339,0.002120506509588339
TRU,2024-06-28,SPY,XLI,,RF,0.6,0.04,0.5082649077602361,-1,-0.002749110284415643,0.0017491102844156428
ESNT,2024-06-28,SPY,XLF,MDY,RF,0.65,0.04,0.5896244212608686,-1,-0.0022642871485259192,0.0012642871485259192
RGA,2024-06-28,SPY,XLF,MDY,RF,0.575,0.1,0.4952989961869995,0,0.0011868188513799588,0.0
LOPE,2024-06-28,SPY,XLF,MDY,LR,0.575,0.1,0.6443094122052857,0,0.01443018438600993,0.0
WING,2024-06-28,SPY,XLY,,LR,0.55,0.04,0.5792660512166887,0,-0.00041677731628738876,-0.0
MTDR,2024-06-28,SPY,XLE,MDY,RF,0.575,0.06,0.5794673036784519,0,0.009154888600788185,0.0
VOYA,2024-06-28,SPY,XLF,MDY,LR,0.65,0.1,0.6767305030913142,0,0.00351409643937208,0.0
MTSI,2024-06-28,SPY,XLK,,LR,0.625,0.06,0.6472258282067893,0,-0.0213834970621041,-0.0
VNOM,2024-06-28,SPY,XLE,MDY,RF,0.55,0.1,0.5778047698151209,0,0.021535441693595274,0.0
MUSA,2024-06-28,SPY,XLP,MDY,RF,0.575,0.08,0.533769521472916,0,-0.005699111719747224,-0.0
