Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL,Suite,SignalDate
CVS,2024-04-30,SPY,XLV,,LR,0.625,0.02,0.5138353711316674,-1,-0.1682756579968864,0.1672756579968864,SPY,2024-04-30
SBUX,2024-04-30,SPY,XLY,,RF,0.575,0.02,0.5411251438033328,-1,-0.15320206502046052,0.15220206502046052,SPY,2024-04-30
SWKS,2024-04-30,SPY,XLK,,LR,0.625,0.02,0.45151522971396524,-1,-0.13428937685886658,0.13328937685886658,SPY,2024-04-30
EL,2024-04-30,SPY,XLB,,RF,0.65,0.08,0.510787089915614,-1,-0.13338452357441272,0.13238452357441272,SPY,2024-04-30
GPN,2024-04-30,SPY,XLF,,RF,0.625,0.02,0.5293469630264945,-1,-0.10876439583709463,0.10776439583709463,SPY,2024-04-30
JCI,2024-04-30,SPY,XLI,,LR,0.65,0.04,0.4955393447612961,-1,-0.06547638672931502,0.06447638672931502,SPY,2024-04-30
AMD,2024-04-30,SPY,XLK,,RF,0.6,0.04,0.46337247445565993,-1,-0.06088847375534436,0.05988847375534436,SPY,2024-04-30
MOS,2024-04-30,SPY,XLB,MDY,LR,0.65,0.1,0.5242164624769834,-1,-0.05026912532713867,0.04926912532713867,SPY,2024-04-30
CLX,2024-04-30,SPY,XLP,,RF,0.6,0.02,0.5386163133696609,-1,-0.04659467490306683,0.04559467490306683,SPY,2024-04-30
IDXX,2024-04-30,SPY,XLI,,RF,0.6,0.02,0.5646659106265224,-1,-0.042589869373808924,0.04158986937380892,SPY,2024-04-30
IT,2024-04-30,SPY,XLI,MDY,LR,0.55,0.06,0.6688945486879676,1,0.031020540658488117,0.030020540658488117,SPY,2024-04-30
TGT,2024-04-30,SPY,XLB,,RF,0.6,0.06,0.504283882362332,-1,-0.02997807494114386,0.02897807494114386,SPY,2024-04-30
DPZ,2024-04-30,SPY,XLB,,LR,0.55,0.02,0.4882279584739478,-1,-0.02393952684105611,0.02293952684105611,SPY,2024-04-30
TRMB,2024-04-30,SPY,XLI,MDY,LR,0.65,0.02,0.5555418012587557,-1,-0.019472702954552487,0.018472702954552486,SPY,2024-04-30
BALL,2024-04-30,SPY,XLB,,RF,0.65,0.02,0.5410584218858582,-1,-0.01941317616954449,0.01841317616954449,SPY,2024-04-30
ADI,2024-04-30,SPY,XLK,,RF,0.625,0.1,0.5094422619991004,-1,-0.01939051026813272,0.01839051026813272,SPY,2024-04-30
PRU,2024-04-30,SPY,XLF,,LR,0.575,0.02,0.60743626316454,1,0.018272302297730154,0.017272302297730153,SPY,2024-04-30
EQT,2024-04-30,SPY,XLE,MDY,LR,0.625,0.1,0.3797602105737332,-1,-0.018030279732528798,0.017030279732528797,SPY,2024-04-30
OKE,2024-04-30,SPY,XLE,MDY,RF,0.65,0.02,0.5471751528315252,-1,-0.01740704312835983,0.01640704312835983,SPY,2024-04-30
CCI,2024-04-30,SPY,XLRE,,RF,0.6,0.02,0.6421631913641661,1,0.016938547109156595,0.015938547109156594,SPY,2024-04-30
PGR,2024-04-30,SPY,XLF,,LR,0.55,0.04,0.6447496569745428,1,0.016647300159830337,0.015647300159830336,SPY,2024-04-30
