Scenario,Ticker,MeanNetPnL,MedianNetPnL,Trades,Dates,NonFlatHit,Suite
sp400_med,PRI,-0.008064755092565545,-0.00495880513024985,12,18,0.08333333333333333,QQQ
sp400_med,ST,-0.008147092438075494,-0.0037259775123648,15,18,0.3333333333333333,QQQ
sp400_med,CPRI,-0.008272278878173757,-0.0,11,18,0.2727272727272727,QQQ
sp400_med,BURL,-0.008278795884556711,0.0,12,18,0.4166666666666667,QQQ
sp400_med,GMED,-0.008531770528481312,-0.0056197458541796495,15,18,0.26666666666666666,QQQ
sp400_med,H,-0.009071405525971738,0.0,11,18,0.2727272727272727,QQQ
sp400_med,HOMB,-0.0091042348331737,-8.49219399944e-05,17,18,0.5294117647058824,QQQ
sp400_med,FBIN,-0.009270948766255045,-0.00059698407634215,14,18,0.35714285714285715,QQQ
sp400_med,IPGP,-0.009457194377721601,-0.005634320757742,17,18,0.4117647058823529,QQQ
sp400_med,CG,-0.010310265359518872,-0.0,11,18,0.2727272727272727,QQQ
sp400_med,TNL,-0.010571821366351705,-0.0024995340239128,15,18,0.4,QQQ
sp400_med,WMS,-0.010808919148600394,-0.00041792250832845,13,18,0.38461538461538464,QQQ
sp400_med,CIVI,-0.011104326207832407,-0.0044165937843153,14,18,0.2857142857142857,QQQ
sp400_med,FIVE,-0.011295114813836393,1.902344861206629e-05,16,18,0.5625,QQQ
sp400_med,LITE,-0.011806641815157667,-0.0042642159748938,13,18,0.3076923076923077,QQQ
sp400_med,EVR,-0.01187905468417,-0.00883723171280875,15,18,0.2,QQQ
sp400_med,PFGC,-0.012412208261455717,-0.00842421296574325,15,18,0.26666666666666666,QQQ
sp400_med,TMHC,-0.013095616985689944,-0.0002555106383435,15,18,0.4666666666666667,QQQ
sp400_med,VAC,-0.013567952162741932,-0.0019263027835513,15,18,0.4,QQQ
sp400_med,RH,-0.015092511178507715,0.0,5,18,0.0,QQQ
sp400_med,IRDM,-0.019101887318018693,-0.0140140755277759,13,18,0.15384615384615385,QQQ
sp400_med,GTLS,-0.020910618043252383,-0.00528942117557585,16,18,0.25,QQQ
sp400_short,TLN,0.009836331629528777,0.0,6,9,0.6666666666666666,QQQ
sp400_short,PSN,0.008707281876889527,0.0,13,18,0.6153846153846154,QQQ
sp400_short,AVTR,0.008635708085656828,0.00271221429180985,17,18,0.7058823529411765,QQQ
sp400_short,DOCS,0.006041078151689806,-0.0,14,18,0.5714285714285714,QQQ
sp400_short,GTM,0.003765060567311861,0.0,12,18,0.5,QQQ
sp400_short,DUOL,0.003763574205467355,-0.0,13,18,0.5384615384615384,QQQ
sp400_short,DTM,0.0028085166226480504,0.0,11,18,0.5454545454545454,QQQ
sp400_short,AM,0.002641621123897969,0.0,12,18,0.5,QQQ
sp400_short,BILL,0.0024498586033113116,-0.0,16,18,0.5,QQQ
sp400_short,PR,0.0022747475503170893,-0.0,10,18,0.7,QQQ
sp400_short,CAVA,0.0012969127566589223,0.0,5,9,0.6,QQQ
sp400_short,WH,0.0011385354172167685,0.0,13,18,0.6153846153846154,QQQ
sp400_short,BJ,0.0010255139502210499,0.0,6,18,0.6666666666666666,QQQ
sp400_short,RYAN,0.0010003020125079667,0.0,14,18,0.5714285714285714,QQQ
sp400_short,TWLO,0.0008771172350223717,-0.0,15,18,0.4666666666666667,QQQ
sp400_short,CHWY,0.0006268779719860112,-0.0007733107825768,16,18,0.4375,QQQ
sp400_short,DT,-0.0002054918456510219,0.0,10,18,0.4,QQQ
sp400_short,DBX,-0.00027671511519311684,0.0,6,18,0.5,QQQ
sp400_short,OKTA,-0.00044602963238544465,-3.8401491630324965e-05,15,18,0.4666666666666667,QQQ
sp400_short,ELF,-0.0007150070161145,-0.0,9,18,0.6666666666666666,QQQ
sp400_short,USFD,-0.0012748472445572223,0.0,10,18,0.7,QQQ
sp400_short,CR,-0.0013863792490554912,-0.0,9,11,0.4444444444444444,QQQ
sp400_short,KNSL,-0.0019573057720908946,0.0,8,18,0.5,QQQ
sp400_short,PSTG,-0.0020866398092861498,0.0,12,18,0.5833333333333334,QQQ
sp400_short,ACI,-0.002425387065695483,-0.0,16,18,0.5,QQQ
sp400_short,DOCU,-0.0027670545319816216,-0.0,12,18,0.5,QQQ
sp400_short,MEDP,-0.0028664398614427055,-0.00080751606542495,11,18,0.18181818181818182,QQQ
sp400_short,WMG,-0.00290291173363405,-0.002105577374667,14,18,0.2857142857142857,QQQ
sp400_short,GXO,-0.0029399858371859525,-0.0,16,18,0.5625,QQQ
sp400_short,SHC,-0.0029796354235652727,0.0,10,18,0.4,QQQ
sp400_short,NTNX,-0.0040894468152805445,0.0,8,18,0.375,QQQ
sp400_short,UA,-0.004191587980905605,0.0,11,18,0.6363636363636364,QQQ
sp400_short,ESAB,-0.004862674395077034,0.0,13,18,0.38461538461538464,QQQ
sp400_short,CNM,-0.005376956421109239,-5.49605469339e-05,14,18,0.42857142857142855,QQQ
sp400_short,VNT,-0.005409903851254689,0.0,12,18,0.3333333333333333,QQQ
sp400_short,FYBR,-0.005420189339005034,-0.0024347157464408,16,18,0.1875,QQQ
sp400_short,CART,-0.00582264289999528,-0.0116473446233401,4,5,0.25,QQQ
sp400_short,BHF,-0.005935731378698173,-0.0046906092467807,15,18,0.4,QQQ
sp400_short,KD,-0.006426918296678061,-0.008584633322795049,15,18,0.26666666666666666,QQQ
sp400_short,LIVN,-0.0064621651559509784,-0.0,10,18,0.2,QQQ
sp400_short,VAL,-0.006862998426368238,-0.0007080337744819,16,18,0.4375,QQQ
sp400_short,APG,-0.007209823930815322,-0.00317389278357265,18,18,0.5,QQQ
sp400_short,VVV,-0.007306394224627834,-0.0010154029345576,14,18,0.35714285714285715,QQQ
sp400_short,BRBR,-0.0075843667061744335,-0.00410618300102415,16,18,0.4375,QQQ
sp400_short,NVST,-0.007654902556713756,-5.902764322445e-05,17,18,0.5294117647058824,QQQ
sp400_short,MP,-0.008756810628145635,-0.00099101137590325,16,18,0.4375,QQQ
sp400_short,FND,-0.008876160386883053,-8.798185839020787e-06,15,18,0.4666666666666667,QQQ
sp400_short,HLNE,-0.009084833947765806,0.0,13,18,0.38461538461538464,QQQ
sp400_short,PK,-0.009160668170972629,0.0,12,18,0.3333333333333333,QQQ
sp400_short,EQH,-0.00953383613844329,0.0,13,18,0.38461538461538464,QQQ
sp400_short,ELAN,-0.009541321628283167,-0.0028375805769988,15,18,0.4,QQQ
sp400_short,ONTO,-0.009623730608387619,-0.0021284148081642503,14,18,0.2857142857142857,QQQ
sp400_short,ROIV,-0.009648556898891868,-0.0100937205143864,16,18,0.375,QQQ
sp400_short,WFRD,-0.010507314029348284,-0.0055290670666079,17,18,0.35294117647058826,QQQ
sp400_short,CNXC,-0.011480672350066484,-0.0102828908165694,14,18,0.21428571428571427,QQQ
sp400_short,YETI,-0.013321926364304711,-0.00496314509048455,15,18,0.4,QQQ
sp400_short,NXT,-0.013776743835808677,-0.0066350597896437,10,13,0.3,QQQ
sp400_short,JHG,-0.014240386947127938,-0.010715883399485149,16,18,0.25,QQQ
sp400_short,KNF,-0.0142790176452234,-0.0,7,9,0.42857142857142855,QQQ
sp400_short,HGV,-0.015481744141256186,-0.0048503979232081,13,18,0.23076923076923078,QQQ
sp400_short,HIMS,-0.016217941925092835,-0.00385321640325405,15,18,0.4,QQQ
sp400_short,ALGM,-0.018647240169742143,0.0,15,18,0.4666666666666667,QQQ
sp400_short,FOUR,-0.01899682982721085,-0.02080363472645925,17,18,0.29411764705882354,QQQ
sp400_short,NVT,-0.02028478460420459,0.0,9,18,0.2222222222222222,QQQ
sp500_long,CVS,0.013919366974097422,0.0,10,18,0.7,QQQ
sp500_long,IT,0.009518451469631234,0.0029669690420903,17,18,0.6470588235294118,QQQ
sp500_long,SWKS,0.0092393634735997,0.0085402860596302,17,18,0.7058823529411765,QQQ
sp500_long,BF-B,0.006622580108795467,0.0095814027239415,18,18,0.6666666666666666,QQQ
sp500_long,EMN,0.006598997591480227,0.0016877222516248,16,18,0.6875,QQQ
sp500_long,CAH,0.006569767521470211,0.00026180898978175,12,18,0.75,QQQ
sp500_long,HUM,0.0064520728226152325,-0.0,16,18,0.5625,QQQ
sp500_long,DXCM,0.006440693792331545,0.0,11,18,0.7272727272727273,QQQ
sp500_long,OMC,0.0051993575656034,0.0,9,18,0.6666666666666666,QQQ
sp500_long,COO,0.0049502639455509334,0.00689222334466835,18,18,0.6111111111111112,QQQ
sp500_long,GPN,0.004834920756453577,0.0017929166279491,18,18,0.5555555555555556,QQQ
sp500_long,BAX,0.004561047480851989,0.0023928866300440502,18,18,0.6111111111111112,QQQ
sp500_long,WBD,0.0043269580313246726,-0.0,15,18,0.5333333333333333,QQQ
sp500_long,STZ,0.0039983292814629,0.0,15,18,0.5333333333333333,QQQ
sp500_long,AAPL,0.0038090722632174445,0.0,11,18,0.6363636363636364,QQQ
sp500_long,IPG,0.0037281612809057446,-0.0,11,18,0.6363636363636364,QQQ
sp500_long,BDX,0.0036622844330603276,0.0,11,18,0.8181818181818182,QQQ
sp500_long,WM,0.0035074917647128726,0.0,5,18,0.8,QQQ
sp500_long,TPL,0.003498326963610961,0.0,13,18,0.5384615384615384,QQQ
sp500_long,BEN,0.003432256988400733,0.0010954420629095,15,18,0.6666666666666666,QQQ
sp500_long,ZBH,0.0033817579844376607,0.0052020709172990506,17,18,0.6470588235294118,QQQ
sp500_long,WELL,0.0033657159527881223,0.0005296705130892,12,18,0.75,QQQ
sp500_long,CNC,0.0031300905354417,-0.0,12,18,0.6666666666666666,QQQ
sp500_long,DTE,0.0028803811789783907,0.0027448201637851498,17,18,0.7647058823529411,QQQ
sp500_long,ISRG,0.002837724623175289,0.0,4,18,1.0,QQQ
sp500_long,EFX,0.0027845026098549668,0.00027118251762535,14,18,0.7142857142857143,QQQ
sp500_long,SNPS,0.0027626379528390005,-0.0,16,18,0.5,QQQ
sp500_long,TXN,0.002548049566459739,0.00269217063101195,16,18,0.625,QQQ
sp500_long,FAST,0.0025071253067824447,0.0,12,18,0.6666666666666666,QQQ
sp500_long,RMD,0.0023646631671841497,0.0,4,18,0.5,QQQ
sp500_long,WRB,0.0023252570791487664,0.0025487538127455,15,18,0.6666666666666666,QQQ
sp500_long,ERIE,0.0021968948155747722,0.0,11,18,0.7272727272727273,QQQ
sp500_long,ADP,0.0021743023328457942,0.0,8,18,0.625,QQQ
sp500_long,SBUX,0.0021679373644606552,-0.0026188119089257,16,18,0.4375,QQQ
sp500_long,SCHW,0.0021470016514118354,0.0005725803989799,16,18,0.75,QQQ
sp500_long,TGT,0.002106166947273056,0.00738512735502175,17,18,0.6470588235294118,QQQ
sp500_long,NRG,0.0020615605709689336,0.0,4,18,0.75,QQQ
sp500_long,ACGL,0.0020561028190861502,0.0,13,18,0.6153846153846154,QQQ
sp500_long,BG,0.0020147489561550447,0.0038589429808389003,17,18,0.5882352941176471,QQQ
sp500_long,XEL,0.002004530013813561,0.00300533948549205,18,18,0.6666666666666666,QQQ
sp500_long,PEG,0.0019707098872909657,-0.0001306985462509109,18,18,0.6111111111111112,QQQ
sp500_long,FDX,0.0019333583979166665,0.00140451394596505,16,18,0.6875,QQQ
sp500_long,FFIV,0.0019250771799852887,0.0,15,18,0.5333333333333333,QQQ
sp500_long,IRM,0.0019080717808804722,0.0,9,18,0.6666666666666666,QQQ
sp500_long,MOH,0.0019061846227901333,0.00626233533992595,18,18,0.6111111111111112,QQQ
sp500_long,CMCSA,0.0018416738886145667,0.0,12,18,0.5833333333333334,QQQ
sp500_long,MSI,0.0018231847048553666,0.00258227143946505,17,18,0.5882352941176471,QQQ
sp500_long,GWW,0.0018130905741973275,-0.0014340546657191,17,18,0.4117647058823529,QQQ
sp500_long,STX,0.0018055182986584442,0.0,14,18,0.5,QQQ
sp500_long,DIS,0.0017768902586224608,0.0,12,18,0.5833333333333334,QQQ
sp500_long,WST,0.0017709024748314667,0.0,11,18,0.5454545454545454,QQQ
sp500_long,CI,0.0017331827385565054,-0.0,5,18,0.6,QQQ
sp500_long,JBL,0.0016446612716349332,0.0,3,18,0.6666666666666666,QQQ
sp500_long,ACN,0.0016255275206028665,0.00030079494937495,14,18,0.7142857142857143,QQQ
sp500_long,INTU,0.0016106420014028336,-0.0009879059540237,16,18,0.4375,QQQ
sp500_long,RCL,0.0015548435533927001,0.0,4,18,0.75,QQQ
sp500_long,TKO,0.0015147557936027554,0.0033991596309835004,17,18,0.5882352941176471,QQQ
sp500_long,RVTY,0.0014474510121706276,0.0,11,18,0.5454545454545454,QQQ
sp500_long,HOLX,0.0013317624099619056,0.00156006502912075,12,18,0.75,QQQ
sp500_long,NDAQ,0.0013094105238411829,-0.0002954002223983053,16,18,0.5625,QQQ
sp500_long,AJG,0.0013063035710455596,0.0,8,18,0.5,QQQ
sp500_long,SYY,0.001291411117875861,0.0,14,18,0.5714285714285714,QQQ
sp500_long,ADM,0.0012749394636220506,0.0002873152410048,14,18,0.6428571428571429,QQQ
sp500_long,MOS,0.0011830834044292556,0.0,11,18,0.5454545454545454,QQQ
sp500_long,BLK,0.001179635821219189,9.033594740384999e-05,18,18,0.6111111111111112,QQQ
sp500_long,NI,0.0010907842252561213,0.0007324402800099913,18,18,0.6666666666666666,QQQ
sp500_long,VZ,0.0010620150829013777,-0.0,7,18,0.7142857142857143,QQQ
sp500_long,CSCO,0.00105348844230855,0.0,9,18,0.4444444444444444,QQQ
sp500_long,SRE,0.0010359838669676165,0.00221538141456535,14,18,0.7142857142857143,QQQ
sp500_long,CL,0.001000022434516089,-0.00024609557641735,17,18,0.5294117647058824,QQQ
sp500_long,CMS,0.0009951980227460111,-0.0,14,18,0.7142857142857143,QQQ
sp500_long,OKE,0.0009667625355444277,0.0,6,18,0.6666666666666666,QQQ
sp500_long,VTR,0.0009549764571347554,0.0,10,18,0.6,QQQ
sp500_long,ED,0.0009433967718344947,0.0004149412379671,17,18,0.5882352941176471,QQQ
sp500_long,IFF,0.0009259542822069611,-0.0,8,18,0.625,QQQ
sp500_long,LIN,0.0009180608128901002,0.0,6,18,0.8333333333333334,QQQ
sp500_long,ROL,0.0009129584836880278,0.00181351911908435,16,18,0.625,QQQ
sp500_long,CNP,0.0009107630414339943,0.0047521340922194,18,18,0.6111111111111112,QQQ
sp500_long,RTX,0.0009094428115379112,-0.0,3,18,0.6666666666666666,QQQ
sp500_long,USB,0.0008981945664139334,0.00331188718892195,18,18,0.6666666666666666,QQQ
sp500_long,LLY,0.0008964302441895779,0.0022468819076713,16,18,0.6875,QQQ
sp500_long,UNH,0.0008711670416025052,-0.0,10,18,0.4,QQQ
sp500_long,ES,0.0008272559053973224,0.0018647713314246,18,18,0.6111111111111112,QQQ
sp500_long,UHS,0.000742625632192778,0.0,7,18,0.42857142857142855,QQQ
sp500_long,TYL,0.0007303181947674445,-0.0,13,18,0.5384615384615384,QQQ
sp500_long,CLX,0.0007143248688440223,0.00036566194723075004,18,18,0.5555555555555556,QQQ
sp500_long,DLR,0.0006114829031469833,0.0,12,18,0.4166666666666667,QQQ
sp500_long,BRO,0.0005933764891948556,-0.0,2,18,1.0,QQQ
sp500_long,CPT,0.0005607571274137465,0.0,12,18,0.5833333333333334,QQQ
sp500_long,GEN,0.0005367101469473168,-0.0,9,18,0.4444444444444444,QQQ
sp500_long,PAYX,0.0005274294649864444,0.0,5,18,0.6,QQQ
sp500_long,MDLZ,0.0005106309517420443,-9.285263780235e-05,17,18,0.5882352941176471,QQQ
sp500_long,TTWO,0.00047196562529803316,0.00010525898762055,14,18,0.7142857142857143,QQQ
sp500_long,PTC,0.00045408469443148893,0.0,3,18,0.6666666666666666,QQQ
sp500_long,PNW,0.0003061703639972724,0.0,13,18,0.5384615384615384,QQQ
sp500_long,BSX,0.00030532583640226663,0.0,1,18,1.0,QQQ
sp500_long,EBAY,0.00020752608283739447,0.0,3,18,0.6666666666666666,QQQ
sp500_long,PCAR,0.0001621290602449722,0.0,2,18,1.0,QQQ
sp500_long,C,0.00012572592591946662,0.00098578553896485,18,18,0.6111111111111112,QQQ
sp500_long,ELV,0.00012240030200493885,0.0,2,18,0.5,QQQ
sp500_long,DGX,0.00010065862292660553,-0.0,6,18,0.6666666666666666,QQQ
sp500_long,JKHY,9.303179095006111e-05,-0.0013329240842631,18,18,0.5,QQQ
sp500_long,LH,7.647473391447777e-05,0.0,1,18,1.0,QQQ
sp500_long,COR,6.389124678741665e-05,0.0,10,18,0.7,QQQ
sp500_long,PGR,6.126655047778895e-05,0.0,7,18,0.5714285714285714,QQQ
sp500_long,EXC,5.6093704816499794e-05,-0.0,12,18,0.5,QQQ
sp500_long,EME,2.981275570388345e-05,0.0,5,18,0.6,QQQ
sp500_long,XOM,2.4769634321716734e-05,-0.00021869756799110002,18,18,0.5555555555555556,QQQ
sp500_long,AFL,0.0,-0.0,0,18,,QQQ
sp500_long,COST,0.0,0.0,0,18,,QQQ
sp500_long,TDY,-2.2854117924972262e-05,0.0,11,18,0.5454545454545454,QQQ
sp500_long,PRU,-5.031385050722222e-05,-0.0003454045744571,16,18,0.5,QQQ
sp500_long,AXON,-5.446479218176667e-05,0.0,1,18,1.0,QQQ
sp500_long,JPM,-0.00013712343979806663,0.0,7,18,0.42857142857142855,QQQ
sp500_long,EA,-0.00014253344489569445,0.0,12,18,0.5833333333333334,QQQ
sp500_long,MNST,-0.00016277436836793877,0.0,15,18,0.4666666666666667,QQQ
sp500_long,MCK,-0.0001682446547928611,0.0,3,18,0.6666666666666666,QQQ
sp500_long,MMC,-0.00018963117333998874,0.0,11,18,0.6363636363636364,QQQ
sp500_long,CRM,-0.00021145828755757775,0.0,4,18,0.25,QQQ
sp500_long,URI,-0.00023140056484869718,0.0,8,18,0.5,QQQ
sp500_long,PG,-0.00023637741362163886,0.0,2,18,0.0,QQQ
sp500_long,DPZ,-0.0002538330521116167,0.0,2,18,0.5,QQQ
sp500_long,SHW,-0.00031615139717891115,-0.0,16,18,0.5,QQQ
sp500_long,SYK,-0.00031699974449267806,-0.0,11,18,0.6363636363636364,QQQ
sp500_long,EQR,-0.00033492929997852794,-0.0,16,18,0.5,QQQ
sp500_long,GILD,-0.0003848912645533277,0.0,10,18,0.3,QQQ
sp500_long,PPG,-0.0003898995428896816,-0.00028162795911783534,18,18,0.5555555555555556,QQQ
sp500_long,UDR,-0.0004173718385887834,0.0,10,18,0.5,QQQ
sp500_long,AMD,-0.0004203961110298833,0.0,11,18,0.36363636363636365,QQQ
sp500_long,RJF,-0.0004535797714996942,-0.0,9,18,0.4444444444444444,QQQ
sp500_long,EQIX,-0.0004566966654687333,0.0010546872691978,17,18,0.5294117647058824,QQQ
sp500_long,GIS,-0.0004617339277914556,-0.0001929015221812,17,18,0.5882352941176471,QQQ
sp500_long,PNC,-0.0005558364869830221,0.0,12,18,0.5833333333333334,QQQ
sp500_long,AKAM,-0.0005664051250785331,0.0062782555145616,18,18,0.5555555555555556,QQQ
sp500_long,AVB,-0.0005821790514784778,0.0,9,18,0.5555555555555556,QQQ
sp500_long,TAP,-0.00063087470617465,-0.0011225423624686998,18,18,0.5,QQQ
sp500_long,ORCL,-0.0006513223413414388,0.0,5,18,0.6,QQQ
sp500_long,ALB,-0.0006532526689930554,0.0,9,18,0.5555555555555556,QQQ
sp500_long,WEC,-0.0007132817392427279,-2.664525556899999e-05,18,18,0.5555555555555556,QQQ
sp500_long,FCX,-0.0007149351536548831,0.0,5,18,0.4,QQQ
sp500_long,DD,-0.0007550439388728334,-0.0,4,18,0.5,QQQ
sp500_long,LNT,-0.0007573109090128054,0.0,7,18,0.5714285714285714,QQQ
sp500_long,GE,-0.0007637694118324833,0.0,2,18,0.0,QQQ
sp500_long,WFC,-0.0007838258375121109,0.0,10,18,0.4,QQQ
sp500_long,GOOG,-0.0008414952223208223,0.0,14,18,0.5,QQQ
sp500_long,ECL,-0.0009010053948214753,0.0,12,18,0.6666666666666666,QQQ
sp500_long,HAS,-0.0009066078379999502,-0.0002041246898199,17,18,0.5294117647058824,QQQ
sp500_long,FE,-0.0009068429263979556,0.0,14,18,0.6428571428571429,QQQ
sp500_long,NTRS,-0.0009137722982709277,0.0006386610872663001,18,18,0.6111111111111112,QQQ
sp500_long,DVA,-0.0009148121791918055,0.0,3,18,0.3333333333333333,QQQ
sp500_long,FDS,-0.0009542158307782612,-0.00079567007952095,18,18,0.5,QQQ
sp500_long,TRV,-0.0009759454627180473,0.0,13,18,0.46153846153846156,QQQ
sp500_long,AEP,-0.0009838798993692,-0.0016616681614344,17,18,0.47058823529411764,QQQ
sp500_long,HRL,-0.0010057075367262936,-0.0007538434308241941,17,18,0.47058823529411764,QQQ
sp500_long,EVRG,-0.0010292434175946054,-0.00041661335608895,14,18,0.42857142857142855,QQQ
sp500_long,PCG,-0.0010389911441585889,-0.0,12,18,0.4166666666666667,QQQ
sp500_long,COF,-0.0010637152111274775,-0.00264545730592885,18,18,0.3888888888888889,QQQ
sp500_long,STE,-0.0010779058586772947,0.0024908675481867502,17,18,0.5882352941176471,QQQ
sp500_long,KO,-0.0010800952916356613,-0.0012453523091286501,18,18,0.5,QQQ
sp500_long,UPS,-0.0011084959511317221,0.00262309794643815,18,18,0.5555555555555556,QQQ
sp500_long,EW,-0.001116365676968778,-0.0,10,18,0.5,QQQ
sp500_long,COP,-0.0011336892490656945,0.0005860922571594999,18,18,0.6111111111111112,QQQ
sp500_long,ADI,-0.001138205995096745,0.0,7,18,0.5714285714285714,QQQ
sp500_long,FRT,-0.001142583896592239,0.0,13,18,0.5384615384615384,QQQ
sp500_long,AMGN,-0.0011461881441578,0.0,10,18,0.6,QQQ
sp500_long,ADBE,-0.0011500218022445947,0.0,14,18,0.5714285714285714,QQQ
sp500_long,EXPE,-0.0011666622905134058,0.0,14,18,0.5714285714285714,QQQ
sp500_long,LMT,-0.0011733333689684167,-0.0,8,18,0.5,QQQ
sp500_long,MS,-0.001173937831695511,0.0,4,18,0.25,QQQ
sp500_long,STT,-0.001188805628601328,-0.0014794635621206,18,18,0.3888888888888889,QQQ
sp500_long,STLD,-0.0011899508650050168,0.0,2,18,0.0,QQQ
sp500_long,MTCH,-0.001222583792384584,-0.0003137869747587,15,18,0.4666666666666667,QQQ
sp500_long,LOW,-0.0012237431031357224,0.0,12,18,0.5,QQQ
sp500_long,MO,-0.0012376593367788612,-0.00040303827241095,14,18,0.42857142857142855,QQQ
sp500_long,NOC,-0.0012444595440463722,0.0,7,18,0.2857142857142857,QQQ
sp500_long,DUK,-0.0012451024128445629,-0.00047374975530901334,18,18,0.5555555555555556,QQQ
sp500_long,WDC,-0.001300358577073289,0.0,6,18,0.6666666666666666,QQQ
sp500_long,FIS,-0.0013025446216797113,-0.0004220885843932,18,18,0.5555555555555556,QQQ
sp500_long,FI,-0.0013165335409825614,-0.0,9,18,0.3333333333333333,QQQ
sp500_long,MCD,-0.0013309460211969723,0.0,9,18,0.5555555555555556,QQQ
sp500_long,HD,-0.0013571153352021385,0.0,11,18,0.5454545454545454,QQQ
sp500_long,ROK,-0.0014373598953809448,-0.00046871423159315,18,18,0.5555555555555556,QQQ
sp500_long,CCI,-0.0014520778329665,0.0,10,18,0.4,QQQ
sp500_long,ADSK,-0.0014644595681052224,0.0,15,18,0.4666666666666667,QQQ
sp500_long,CTAS,-0.0014859491735070445,0.0,6,18,0.5,QQQ
sp500_long,BRK-B,-0.0014959954385167168,8.71695048113e-05,17,18,0.5294117647058824,QQQ
sp500_long,CB,-0.0015438291532267406,0.0,11,18,0.5454545454545454,QQQ
sp500_long,MDT,-0.0015601576221576444,-0.0032292121676703502,18,18,0.4444444444444444,QQQ
sp500_long,JNJ,-0.0015629135674939195,-0.00209708350459885,17,18,0.4117647058823529,QQQ
sp500_long,ESS,-0.0015998514158437832,0.0,9,18,0.4444444444444444,QQQ
sp500_long,VRSN,-0.0016196835649433668,-0.0,12,18,0.4166666666666667,QQQ
sp500_long,WMB,-0.0016311023417747888,-0.0014524464699487,14,18,0.2857142857142857,QQQ
sp500_long,WTW,-0.0016786615826647332,0.0,3,18,0.0,QQQ
sp500_long,EMR,-0.0016788539732988832,-1.640467777850002e-06,18,18,0.5,QQQ
sp500_long,ORLY,-0.0016829162770055333,0.0,9,18,0.4444444444444444,QQQ
sp500_long,AIG,-0.0017356601607753665,-0.00404515980201825,18,18,0.3888888888888889,QQQ
sp500_long,KR,-0.0017524946738599388,0.0,2,18,0.0,QQQ
sp500_long,ALGN,-0.0017714039047427106,0.00363859373726195,16,18,0.5625,QQQ
sp500_long,FICO,-0.0018432770912439164,0.0,10,18,0.4,QQQ
sp500_long,ITW,-0.0018529522228685504,-0.00020444429504095003,18,18,0.5,QQQ
sp500_long,CBRE,-0.0018638060805299835,0.0,5,18,0.4,QQQ
sp500_long,ETR,-0.0018646700364591945,-0.0024980991087504,14,18,0.2857142857142857,QQQ
sp500_long,GD,-0.0018940917798100276,0.0,4,18,0.0,QQQ
sp500_long,HIG,-0.0019063437369873332,0.0,5,18,0.2,QQQ
sp500_long,FITB,-0.0019418945077856057,0.0012092912970031,17,18,0.5294117647058824,QQQ
sp500_long,CAT,-0.0019440529169266444,0.0,13,18,0.5384615384615384,QQQ
sp500_long,BAC,-0.00195907699387255,0.0,9,18,0.4444444444444444,QQQ
sp500_long,AZO,-0.0019630209728348923,-0.0010456792252776263,16,18,0.4375,QQQ
sp500_long,L,-0.001973220301247672,0.0,8,18,0.25,QQQ
sp500_long,AME,-0.001989659055951845,0.0,15,18,0.5333333333333333,QQQ
sp500_long,GOOGL,-0.0019928204983293662,0.0,13,18,0.5384615384615384,QQQ
sp500_long,NVR,-0.00205784797959725,0.0,10,18,0.5,QQQ
sp500_long,TMO,-0.0020589166491865613,0.0006716429190766,17,18,0.5882352941176471,QQQ
sp500_long,MCHP,-0.002065976567486211,0.00221538371052345,18,18,0.5555555555555556,QQQ
sp500_long,WSM,-0.0021420493371513893,0.0,4,18,0.25,QQQ
sp500_long,EOG,-0.002162302156694095,-0.0002091297745694,14,18,0.5714285714285714,QQQ
sp500_long,T,-0.0021965665802538893,0.0021932691644500502,18,18,0.6111111111111112,QQQ
sp500_long,CME,-0.0022141530527436224,-0.0,4,18,0.25,QQQ
sp500_long,MAR,-0.0022207723007081556,-0.0,14,18,0.5,QQQ
sp500_long,NFLX,-0.0022224267697527776,-0.0,8,18,0.375,QQQ
sp500_long,SPG,-0.002254299631306517,0.0,7,18,0.42857142857142855,QQQ
sp500_long,K,-0.002259106458561222,-0.0014429608705477498,18,18,0.3888888888888889,QQQ
sp500_long,DE,-0.00229940714795805,-0.000200167847342,16,18,0.5625,QQQ
sp500_long,YUM,-0.0023000969838665552,-0.0030929073334568,17,18,0.29411764705882354,QQQ
sp500_long,TSN,-0.0023302260171105447,-0.00022158832687515,18,18,0.5555555555555556,QQQ
sp500_long,AON,-0.0023494293043713724,0.0,13,18,0.5384615384615384,QQQ
sp500_long,PPL,-0.002401012500152572,-0.0,13,18,0.46153846153846156,QQQ
sp500_long,IBM,-0.0024274050784011333,0.0,11,18,0.45454545454545453,QQQ
sp500_long,ALL,-0.0024338749056924723,0.0,11,18,0.5454545454545454,QQQ
sp500_long,BK,-0.0024657302452144054,-0.00036922100765455,15,18,0.4666666666666667,QQQ
sp500_long,IVZ,-0.0025259766000506998,-0.0023716700168162,18,18,0.4444444444444444,QQQ
sp500_long,ODFL,-0.0025490644093411775,0.0,6,18,0.5,QQQ
sp500_long,GL,-0.0025702105741381275,0.0,11,18,0.5454545454545454,QQQ
sp500_long,AVY,-0.0025711407383476833,-0.0,15,18,0.4666666666666667,QQQ
sp500_long,O,-0.0025829469943579,-0.0021247625633904997,17,18,0.4117647058823529,QQQ
sp500_long,MKC,-0.002592742107369639,-0.0045736713443713,18,18,0.4444444444444444,QQQ
