Ticker,Market,Sector,Size,Model,Threshold,Band,AUC,PR_AUC,CAGR,Sharpe,MaxDD,TradeRate,Scenario,Suite
BXMT,QQQ,XLRE,MDY,LR,0.65,0.02,0.5602499094530966,0.5261309519294842,-0.27849169007570096,-0.9581151844368783,-0.48753120196667776,0.9384288747346072,sp600_long,QQQ
STRL,QQQ,XLI,MDY,RF,0.575,0.1,0.5144070410858542,0.5127784945921107,-0.4611936657721203,-1.0012239836177093,-0.8972686702404108,0.6509330406147091,sp600_long,QQQ
TR,QQQ,XLP,IJR,RF,0.55,0.02,0.4639607071933985,0.4656550428218524,-0.2305084062473004,-1.2638286986485538,-0.6124626071667134,0.7014270032930845,sp600_long,QQQ
IDCC,QQQ,XLC,MDY,RF,0.65,0.06,0.4609851169383416,0.48392023849864363,-0.4458601273354261,-1.2835183801805436,-0.6226851266010331,0.9702380952380952,sp600_long,QQQ
SITC,QQQ,XLRE,MDY,RF,0.55,0.02,0.47301795063575164,0.3970273245892741,-0.6539998582475908,-1.3821550697030125,-0.8920459034621318,0.6518046709129511,sp600_long,QQQ
PTEN,QQQ,XLE,MDY,LR,0.575,0.02,0.5011355144268563,0.48238489754522346,-0.5936179219126709,-1.4856166802199953,-0.9685087735658233,0.8638858397365532,sp600_long,QQQ
FOXF,QQQ,XLI,MDY,RF,0.625,0.02,0.5018839849281206,0.4432128424687305,2.037414184956939,2.1627853564543735,-0.3870707769541869,0.9827882960413081,sp600_med,QQQ
AHH,QQQ,XLRE,MDY,LR,0.55,0.1,0.5127544540803367,0.47966422168506306,0.609336811098188,2.07701346332092,-0.12408608658781795,0.8492569002123143,sp600_med,QQQ
AVNS,QQQ,XLB,MDY,RF,0.65,0.02,0.48406335401851097,0.40681568694166526,1.062491234731553,2.014562805430915,-0.1792271405285456,1.0,sp600_med,QQQ
LGIH,QQQ,XLB,MDY,RF,0.65,0.02,0.5527512651335597,0.45002332584649807,1.3303019911990535,1.9649415748879748,-0.25173375638220497,0.9806338028169014,sp600_med,QQQ
DEA,QQQ,XLRE,MDY,RF,0.65,0.02,0.520452375706837,0.4463550390980385,0.6151821216142779,1.9185617919564195,-0.19690007205780813,0.9957537154989384,sp600_med,QQQ
PEB,QQQ,XLI,MDY,RF,0.6,0.1,0.5392204275074959,0.4748200178267304,0.9858632321416152,1.777480287023629,-0.29221232218001947,0.6470588235294118,sp600_med,QQQ
APLE,QQQ,XLI,MDY,RF,0.55,0.06,0.5204880528723945,0.4336593691150078,0.23427366584357134,1.7614213425162153,-0.0921944181303831,0.1975560081466395,sp600_med,QQQ
VTLE,QQQ,XLE,MDY,RF,0.575,0.1,0.5329201101928375,0.48723074178299175,0.7499192831922616,1.7035561653383442,-0.3203996767151829,0.526395173453997,sp600_med,QQQ
SABR,QQQ,XLI,MDY,RF,0.625,0.06,0.4849855355905961,0.44289336894488923,1.8419691663388944,1.701886976302879,-0.4861112145560731,0.9487179487179487,sp600_med,QQQ
MMI,QQQ,XLRE,MDY,RF,0.625,0.04,0.5140774907749077,0.43702656799439066,0.6398059703913468,1.6603026151227767,-0.2888067001748281,0.9936305732484076,sp600_med,QQQ
CZR,QQQ,XLB,MDY,LR,0.55,0.1,0.5017802495291901,0.44978428274870735,0.9629179290060095,1.5881459185677915,-0.43952334504965895,0.700381679389313,sp600_med,QQQ
KW,QQQ,XLRE,IJR,RF,0.6,0.06,0.5243445692883895,0.4660040906974855,0.604605450274142,1.5714479868604758,-0.28785723281662845,0.8556263269639066,sp600_med,QQQ
CWEN,QQQ,XLU,MDY,RF,0.65,0.02,0.46646773467584646,0.438132647745721,0.4614626345765642,1.523519824423992,-0.2537072157604928,0.991869918699187,sp600_med,QQQ
TFIN,QQQ,XLF,IJR,LR,0.575,0.04,0.5324577572964669,0.4494068488605001,0.7054143852670627,1.4781981286069983,-0.28102309261119496,0.8201160541586073,sp600_med,QQQ
HI,QQQ,XLI,IJR,LR,0.55,0.02,0.5046318488378574,0.4710557177490452,0.8794449009828622,1.4528607175424728,-0.5373048664824367,0.936545240893067,sp600_med,QQQ
ENOV,QQQ,XLB,MDY,RF,0.65,0.1,0.49717597423218246,0.4680386447741435,0.6970369759762238,1.4486179563623183,-0.34007694255362786,0.9112426035502958,sp600_med,QQQ
CWEN-A,QQQ,XLU,MDY,LR,0.55,0.1,0.44587753134040503,0.3840520684542893,0.4108942936432918,1.4485246140134826,-0.24617420043883653,0.8356164383561644,sp600_med,QQQ
AOSL,QQQ,XLK,MDY,LR,0.65,0.02,0.5177789610696959,0.4291912080030051,1.243186181633066,1.3888305882874246,-0.7932628849166881,0.9986577181208054,sp600_med,QQQ
KN,QQQ,XLI,MDY,RF,0.575,0.08,0.500039661554733,0.4327825530059358,0.2362220117015208,1.316316809224057,-0.11183435675754327,0.19133574007220217,sp600_med,QQQ
SPSC,QQQ,XLY,IJR,LR,0.55,0.1,0.5083607693640617,0.4751771666085376,0.4167036880812538,1.3140096166822532,-0.2236305146367552,0.42091152815013405,sp600_med,QQQ
TDC,QQQ,XLY,,LR,0.6,0.02,0.5170937486915379,0.5077947243236796,0.5001297465857393,1.2967370848489836,-0.3280707969419716,0.9805714285714285,sp600_med,QQQ
CABO,QQQ,XLC,,LR,0.6,0.06,0.5017562724014337,0.4604165038649898,0.8722263402858652,1.2676434373258076,-0.25760626927835384,1.0,sp600_med,QQQ
TWO,QQQ,XLRE,MDY,RF,0.625,0.1,0.5168502799349828,0.4961993131064468,0.2534662070132405,1.221569540911046,-0.21698015714382246,0.6199575371549894,sp600_med,QQQ
BKU,QQQ,XLF,IJR,LR,0.6,0.04,0.5009401847949424,0.4451894185415875,0.5564273350635631,1.2191209505895162,-0.5352223669882215,0.8587570621468926,sp600_med,QQQ
OUT,QQQ,XLI,MDY,RF,0.65,0.02,0.4672817676619958,0.45726633201646527,0.6180622383935426,1.2107550344754874,-0.3795140068246886,0.9836065573770492,sp600_med,QQQ
ALEX,QQQ,XLRE,MDY,RF,0.625,0.1,0.5541195771053591,0.5206894476676285,0.19591018672314142,1.0916369790642824,-0.17922084776028668,0.8492569002123143,sp600_med,QQQ
SFBS,QQQ,XLF,IJR,RF,0.625,0.02,0.5419199890207919,0.49874384350609835,0.4463333847726183,1.0836890306648326,-0.38675118859786217,0.9981549815498155,sp600_med,QQQ
CC,QQQ,XLB,MDY,LR,0.55,0.1,0.47189807096927844,0.4397893314390293,0.5704760041833898,1.0824587975883502,-0.4831457377818107,0.7679671457905544,sp600_med,QQQ
NXRT,QQQ,XLRE,MDY,LR,0.65,0.08,0.5066791099399794,0.44758127865864494,0.24711452510326293,1.077183697980898,-0.3157480701860196,0.3970276008492569,sp600_med,QQQ
HASI,QQQ,XLRE,MDY,RF,0.55,0.1,0.5173308009788524,0.45368986720398374,0.095403660406711,1.0678783642835317,-0.06337568177362107,0.050955414012738856,sp600_med,QQQ
DEI,QQQ,XLRE,MDY,RF,0.625,0.04,0.5488592881380405,0.5170157535549622,0.41485904640439397,1.0595320181801384,-0.34205820528101116,0.9193205944798302,sp600_med,QQQ
XHR,QQQ,XLI,IJR,LR,0.55,0.02,0.5170913709613401,0.4656449460098711,0.337743084153612,1.023591753765381,-0.3335734933391611,0.8952569169960475,sp600_med,QQQ
BLMN,QQQ,XLB,MDY,RF,0.6,0.06,0.49976775652806116,0.4674712567734234,0.4763115096949766,1.0183758736377402,-0.29911453733609605,0.6228209191759112,sp600_med,QQQ
UNIT,QQQ,XLRE,MDY,RF,0.65,0.1,0.48951877506379876,0.43814588145392813,0.48832387337807925,1.0006069775329536,-0.5016195718904273,0.8768577494692145,sp600_med,QQQ
KALU,QQQ,XLB,MDY,LR,0.65,0.02,0.5024609148812971,0.489984255995203,0.4430400860467658,0.9824706399333304,-0.4822890957327486,0.9517014270032931,sp600_med,QQQ
HBI,QQQ,XLB,MDY,RF,0.55,0.08,0.519892551183389,0.4823436926252107,0.309834144033297,0.9640413841285416,-0.30060245052031975,0.34796926454445665,sp600_med,QQQ
WD,QQQ,XLRE,IJR,RF,0.575,0.06,0.5409409594095941,0.4527827400213569,0.2004607093997146,0.9493358119296019,-0.2091782809284739,0.4012738853503185,sp600_med,QQQ
CUBI,QQQ,XLF,IJR,RF,0.55,0.1,0.5167339702550969,0.46682162897297874,0.15313557608933226,0.9300752176560262,-0.1101694374689316,0.07644305772230889,sp600_med,QQQ
SSTK,QQQ,XLY,IJR,RF,0.55,0.02,0.47353745791245794,0.4255449674894648,0.36970983130706125,0.9271373697923637,-0.31768407313221936,0.6720257234726688,sp600_med,QQQ
YELP,QQQ,XLY,MDY,LR,0.55,0.1,0.5309053265575004,0.5121222791214898,0.19155770189598775,0.917215902939273,-0.2591825218247873,0.3093415007656968,sp600_med,QQQ
ALRM,QQQ,XLY,,RF,0.625,0.08,0.440145960154953,0.4022836008601881,0.206816608007931,0.8923882372895403,-0.22275777368046656,0.8333333333333334,sp600_med,QQQ
VCYT,QQQ,XLY,MDY,RF,0.625,0.06,0.5260675273088382,0.4770458846978838,0.36953162983811416,0.8802754875649608,-0.38167932008778116,0.8084358523725835,sp600_med,QQQ
KOP,QQQ,XLB,MDY,LR,0.575,0.1,0.5185967552134576,0.5060268983471662,0.31685359905096755,0.8432153233173487,-0.4247650746825278,0.9637760702524698,sp600_med,QQQ
AL,QQQ,XLI,MDY,RF,0.6,0.04,0.4921097172441259,0.4545470152381308,0.2841972158154278,0.8267710496328171,-0.5305773283314131,0.9655172413793104,sp600_med,QQQ
APAM,QQQ,XLI,MDY,LR,0.6,0.1,0.5352983017693607,0.4927783966735732,0.2138777666582281,0.8167499188799027,-0.2673675523286937,0.3754152823920266,sp600_med,QQQ
SHAK,QQQ,XLY,MDY,RF,0.625,0.02,0.5369078687228153,0.47856303966984204,0.34403892707831685,0.7909680448352739,-0.5258169142012653,1.0,sp600_med,QQQ
ASTH,QQQ,XLB,,RF,0.575,0.06,0.49142857142857144,0.46890897555455213,0.28493239847844154,0.7770469202870015,-0.35383645488696835,0.8151595744680851,sp600_med,QQQ
CENTA,QQQ,XLI,IJR,RF,0.55,0.06,0.5084489627696112,0.4616940115627109,0.22192234812171496,0.765288302478431,-0.323969202870391,0.9713656387665198,sp600_med,QQQ
GKOS,QQQ,XLY,,RF,0.575,0.1,0.5064099307354908,0.517748110627066,0.14230082851441628,0.7471114522594025,-0.1623775371372732,0.17695473251028807,sp600_med,QQQ
FRPT,QQQ,XLI,,RF,0.575,0.1,0.5090486194477791,0.4832866895257559,0.06066653986683623,0.7075531006979244,-0.08571042841689125,0.09477756286266925,sp600_med,QQQ
PRLB,QQQ,XLI,IJR,RF,0.65,0.04,0.47121462974111983,0.4580295735130503,0.23854869878392315,0.686008331400515,-0.6593672100532726,0.9250764525993884,sp600_med,QQQ
ATEN,QQQ,XLI,MDY,RF,0.55,0.1,0.5033152022868941,0.49787726498732193,0.05419627444045427,0.6830991934188925,-0.06113258683737721,0.04181818181818182,sp600_med,QQQ
QTWO,QQQ,XLY,,LR,0.55,0.1,0.5203598296381802,0.4850797996262767,0.12130492375248125,0.6708832181740704,-0.1514368909486753,0.2581818181818182,sp600_med,QQQ
TNDM,QQQ,XLK,,RF,0.65,0.06,0.5110123889375547,0.48384579425709784,0.2467509889763424,0.6670394000109041,-0.6875631530293291,0.9894179894179894,sp600_med,QQQ
ALGT,QQQ,XLI,MDY,RF,0.55,0.08,0.50254501216545,0.4602299159235299,0.17525468425626256,0.6468417881907417,-0.3891239616983563,0.2217343578485181,sp600_med,QQQ
TPH,QQQ,XLB,MDY,RF,0.575,0.08,0.5137923424914488,0.45690002685671105,0.10625461892554156,0.6421952914021689,-0.20565997332176134,0.20098846787479407,sp600_med,QQQ
BOX,QQQ,XLF,,RF,0.575,0.1,0.5240724381625441,0.4669443610335173,0.06646050320916252,0.6257082913172417,-0.07730974020687664,0.16370808678500987,sp600_med,QQQ
VTOL,QQQ,XLE,IJR,RF,0.65,0.02,0.5277875329236171,0.48171051721749425,0.17513500475283839,0.6186642713848193,-0.3958671188706512,1.0,sp600_med,QQQ
SEM,QQQ,XLI,MDY,RF,0.625,0.08,0.548927731092437,0.4880180438711064,0.13775306761413852,0.592865460588862,-0.24750956829603976,0.46838709677419355,sp600_med,QQQ
CCS,QQQ,XLB,MDY,LR,0.55,0.1,0.5118529674252565,0.4845281299590105,0.13253199650705838,0.5586880101658572,-0.24638113308277076,0.4767225325884544,sp600_med,QQQ
ANGI,QQQ,XLY,,LR,0.6,0.04,0.5392322199252892,0.4990475578215154,0.1504726008442112,0.5584354364011831,-0.5546628010895289,0.9775112443778111,sp600_med,QQQ
EIG,QQQ,XLF,IJR,LR,0.65,0.06,0.5302836611561443,0.528825512698437,0.10793686779692835,0.5389555987065979,-0.3217395758187628,0.9944994499449945,sp600_med,QQQ
AAT,QQQ,XLRE,MDY,RF,0.55,0.08,0.5200723981900452,0.48770283116616836,0.026083742555994327,0.5271268108709977,-0.0626000745584977,0.02335456475583864,sp600_med,QQQ
MTUS,QQQ,XLB,IJR,RF,0.55,0.08,0.49266898954703836,0.47525384481116395,0.12847388861435283,0.5184309253155236,-0.37960608775460214,0.46741154562383613,sp600_med,QQQ
MC,QQQ,XLF,MDY,RF,0.575,0.02,0.5395318648330696,0.47640124110779514,0.1273007948811291,0.5124730789987523,-0.42011187950831663,0.7893772893772893,sp600_med,QQQ
AAMI,QQQ,XLF,MDY,RF,0.625,0.02,0.5077601410934744,0.506549956638221,0.12981078746946473,0.5038202545146919,-0.4606717202526831,0.9942528735632183,sp600_med,QQQ
SBH,QQQ,XLB,MDY,RF,0.6,0.08,0.5111579925290805,0.48434578570310777,0.12872142087499672,0.5012749050739416,-0.4339022744188821,0.5477497255762898,sp600_med,QQQ
JBTM,QQQ,XLI,IJR,LR,0.625,0.08,0.4804327168219533,0.4403227357964502,0.12309648333932821,0.48518232896252617,-0.5143085972578875,0.8754491017964072,sp600_med,QQQ
NAVI,QQQ,XLF,MDY,LR,0.625,0.08,0.47013643800792393,0.4433628773186394,0.08588369476269309,0.47520380038908555,-0.19836321783370148,0.32051282051282054,sp600_med,QQQ
RUN,QQQ,XLRE,MDY,RF,0.6,0.02,0.48881217466743776,0.4677311516587538,-0.047134884363634444,0.46734078964952647,-0.7707753551688076,0.9957537154989384,sp600_med,QQQ
CHEF,QQQ,XLI,MDY,RF,0.6,0.08,0.5070827876197697,0.48755450752101304,0.08850520555316232,0.46558884115844223,-0.34141780132325505,0.2727272727272727,sp600_med,QQQ
SXC,QQQ,XLB,IJR,RF,0.55,0.1,0.49953541193475115,0.5068707390876628,0.034284845315526224,0.4413565501661126,-0.08932210507493543,0.03225806451612903,sp600_med,QQQ
DNOW,QQQ,XLE,IJR,LR,0.625,0.02,0.4847738652220307,0.4776944366937791,0.09622117745093917,0.43083141173004325,-0.565731821199061,0.9390018484288355,sp600_med,QQQ
AMSF,QQQ,XLF,IJR,LR,0.6,0.02,0.4943465876060923,0.46121063855887595,0.07527031170022314,0.407765976270525,-0.44444358184956967,1.0,sp600_med,QQQ
ADUS,QQQ,XLB,,LR,0.55,0.06,0.5287065522452504,0.5223609727712163,0.07950672104473089,0.39710262823938214,-0.280735919316875,0.9051948051948052,sp600_med,QQQ
ESI,QQQ,XLB,MDY,RF,0.55,0.08,0.5335076252723312,0.5013395657907307,0.026208326794313397,0.38930417815362534,-0.10446470261135365,0.021052631578947368,sp600_med,QQQ
ENR,QQQ,XLB,MDY,RF,0.55,0.1,0.5160815746753247,0.46075915788558985,0.03886132346403626,0.38587451066228634,-0.08473698028892562,0.03278688524590164,sp600_med,QQQ
TRUP,QQQ,XLY,MDY,RF,0.55,0.1,0.4981681368542682,0.5024005540016898,0.04883906969654972,0.37069497125136563,-0.18016931081004606,0.054409005628517824,sp600_med,QQQ
EVTC,QQQ,XLF,MDY,RF,0.55,0.1,0.5342506593280587,0.4815595730691482,0.004263096920008369,0.3703617684008846,-0.007201169291810028,0.010050251256281407,sp600_med,QQQ
NOG,QQQ,XLE,MDY,RF,0.55,0.1,0.495998375578205,0.4794090956277638,0.03817614874094266,0.34927544961043483,-0.17589203226934713,0.08120133481646273,sp600_med,QQQ
PMT,QQQ,XLRE,MDY,RF,0.625,0.1,0.51143951833607,0.4574112261247586,0.02654209973482624,0.29784102343948116,-0.14073877567922966,0.22505307855626328,sp600_med,QQQ
AWI,QQQ,XLI,MDY,RF,0.55,0.1,0.5383708342998531,0.5106187358334381,0.042050731722295565,0.29759907855578743,-0.26561281043488416,0.2711306256860593,sp600_med,QQQ
CVI,QQQ,XLE,MDY,RF,0.55,0.1,0.5343368773297187,0.5080958794440111,0.0349909652159659,0.2963554404520708,-0.2430591166256657,0.06436781609195402,sp600_med,QQQ
PCRX,QQQ,XLF,MDY,RF,0.625,0.1,0.4835601181540845,0.4365865707776738,0.039750210891280835,0.2770808379660342,-0.37568088164763924,0.4780763790664781,sp600_med,QQQ
MWA,QQQ,XLI,MDY,RF,0.55,0.08,0.5182369497722195,0.4887442857171945,0.03614438752050608,0.2747642822436514,-0.3897278895555153,0.7420417124039517,sp600_med,QQQ
ARI,QQQ,XLRE,MDY,LR,0.6,0.06,0.5620733478576616,0.5152111396563614,0.0323816423095693,0.2617344766808552,-0.21450263781389145,0.524416135881104,sp600_med,QQQ
TRIP,QQQ,XLY,MDY,LR,0.65,0.04,0.5070506473026003,0.46653267420059874,-0.005136663408895625,0.22050290309706438,-0.5587199597117474,0.5572289156626506,sp600_med,QQQ
DAN,QQQ,XLI,MDY,RF,0.55,0.06,0.4922779818350003,0.4618393327597704,-0.032605975149897604,0.212548293059877,-0.766858917068239,0.7575406032482599,sp600_med,QQQ
ENVA,QQQ,XLF,IJR,LR,0.65,0.1,0.5197251972519725,0.4898210904437077,0.015703786822369725,0.2043097270099989,-0.4358755394396415,0.14893617021276595,sp600_med,QQQ
SUPN,QQQ,XLF,MDY,LR,0.55,0.08,0.49877965251449463,0.49101289529039377,0.002548038364366123,0.15800725112853614,-0.5132855232276453,0.6614906832298136,sp600_med,QQQ
EFC,QQQ,XLRE,MDY,RF,0.55,0.08,0.5153018874733841,0.5126623702521016,0.001921403639282504,0.062115804561495,-0.11673318633930851,0.07855626326963906,sp600_med,QQQ
RC,QQQ,XLB,MDY,RF,0.575,0.1,0.47577991312360146,0.47026194666598986,-0.02060951520258225,0.043015608185669664,-0.31363220320091356,0.2049586776859504,sp600_med,QQQ
KAR,QQQ,XLI,MDY,RF,0.575,0.1,0.5049298679867987,0.469937861716892,-0.010171835806482288,0.003587979913494214,-0.2406190357567094,0.041884816753926704,sp600_med,QQQ
LQDT,QQQ,XLI,IJR,RF,0.55,0.08,0.5227572909134731,0.5169171710738933,-0.003500503872347571,-0.006619923930527191,-0.1327848790057231,0.01756311745334797,sp600_med,QQQ
MARA,QQQ,XLY,,LR,0.55,0.1,0.4836492795621026,0.4896803467329204,-0.34948735144141985,-0.007902203121621473,-0.8194860885857291,0.8288431061806656,sp600_med,QQQ
XNCR,QQQ,XLV,MDY,RF,0.55,0.08,0.5097565011519418,0.47945667685304083,-0.0570238753427571,-0.013402499884032576,-0.40435647104005923,0.2765957446808511,sp600_med,QQQ
INN,QQQ,XLI,MDY,LR,0.55,0.06,0.5023616158167289,0.4387968351164222,-0.07750758338103614,-0.026252701435124665,-0.5590272745344294,0.4121813031161473,sp600_med,QQQ
MYRG,QQQ,XLI,IJR,RF,0.55,0.1,0.5281780840991367,0.5038731385234749,-0.038879402096620996,-0.07498052100692047,-0.41960148048783363,0.11793020457280386,sp600_med,QQQ
ZWS,QQQ,XLI,MDY,RF,0.55,0.02,0.4826822469164088,0.44576211622471174,-0.07421788433778498,-0.09220448350499613,-0.36258802802145895,0.7688751926040062,sp600_med,QQQ
PJT,QQQ,XLF,MDY,LR,0.65,0.02,0.5115972023979446,0.49062919463449073,-0.09185603980636181,-0.10603643663511583,-0.38474161281024455,0.7489451476793249,sp600_med,QQQ
VRTS,QQQ,XLF,MDY,LR,0.6,0.1,0.4739574416045004,0.43761160421944933,-0.05508972095944531,-0.11470838379974115,-0.33210813506453307,0.25985221674876846,sp600_med,QQQ
COLL,QQQ,XLB,MDY,RF,0.625,0.02,0.5318324261916543,0.558033482245625,-0.12597221150356563,-0.14237586913529712,-0.4344235930082724,0.9939148073022313,sp600_med,QQQ
PAHC,QQQ,XLI,IJR,RF,0.6,0.04,0.48965785172681725,0.47633513762710455,-0.22667637769746551,-0.20066845875530542,-0.6356472180610879,0.9085923217550275,sp600_med,QQQ
BOOT,QQQ,XLY,MDY,RF,0.55,0.1,0.4997914494264859,0.47658491591305163,-0.07004548061210669,-0.2014235145162735,-0.30122275420588307,0.10404624277456648,sp600_med,QQQ
VBTX,QQQ,XLF,IJR,RF,0.575,0.1,0.48915412558380905,0.453304651459087,-0.017395849351477977,-0.22920074906637522,-0.11620133051848913,0.04597701149425287,sp600_med,QQQ
UE,QQQ,XLRE,MDY,RF,0.55,0.06,0.48361011614023663,0.4926446638227306,-0.031951397684847116,-0.24380959381159678,-0.14978069532072102,0.19957537154989385,sp600_med,QQQ
MXL,QQQ,XLK,,RF,0.55,0.1,0.5063769925858939,0.4748458114123645,-0.054691799403809416,-0.2699097359911713,-0.362284977040497,0.056,sp600_med,QQQ
GRBK,QQQ,XLB,MDY,LR,0.6,0.02,0.5256120775196939,0.4993478352780029,-0.27361540963777886,-0.34363243301439156,-0.7970974552848868,0.9741282339707537,sp600_med,QQQ
GOGO,QQQ,XLI,IJR,RF,0.55,0.1,0.5321995464852608,0.4361778340392334,-0.028415049213920462,-0.38905945869689296,-0.1008073327797504,0.005110732538330494,sp600_med,QQQ
AROC,QQQ,XLE,MDY,RF,0.55,0.08,0.4876570568651501,0.4858629453070892,-0.052521094837363114,-0.3908167714004287,-0.2689602030270887,0.03518728717366629,sp600_med,QQQ
LRN,QQQ,XLF,IJR,RF,0.55,0.08,0.5051062047636434,0.5305119963619389,-0.045086884481298606,-0.4201619111965081,-0.23351559894133156,0.013872832369942197,sp600_med,QQQ
SPNT,QQQ,XLF,MDY,LR,0.55,0.06,0.5186059678837744,0.478247516072766,-0.13466746189448464,-0.4281942332263798,-0.3745055412257945,0.5844827586206897,sp600_med,QQQ
LMAT,QQQ,XLY,IJR,RF,0.55,0.04,0.5243411032062776,0.5104069484743161,-0.1666219077930574,-0.44761381922138804,-0.4837707737539535,0.5093304061470911,sp600_med,QQQ
LPG,QQQ,XLE,MDY,LR,0.55,0.06,0.4723068138561096,0.4569521776817613,-0.2524898369630808,-0.4488714599314974,-0.6957163246846514,0.998158379373849,sp600_med,QQQ
CSW,QQQ,XLI,MDY,LR,0.55,0.08,0.4840798704803022,0.45992768706692105,-0.1252580547033998,-0.454020012624606,-0.34415518693787484,0.2156448202959831,sp600_med,QQQ
IBP,QQQ,XLB,MDY,LR,0.575,0.02,0.5022816166883963,0.46665758890754244,-0.27775986740025826,-0.47935487462062,-0.6349814626988082,0.7981981981981981,sp600_med,QQQ
VIRT,QQQ,XLF,,RF,0.625,0.02,0.5018667970979049,0.5572807127259769,-0.18594634841025592,-0.4905667890375999,-0.6593861921305144,0.9254032258064516,sp600_med,QQQ
ARR,QQQ,XLRE,MDY,LR,0.55,0.06,0.5214272809394761,0.5157569631837231,-0.08879611780100694,-0.5115813717836143,-0.22964293995960228,0.4140127388535032,sp600_med,QQQ
PRKS,QQQ,XLI,MDY,LR,0.55,0.02,0.4977602376983182,0.4535242887730668,-0.2766303089931872,-0.5965008143325262,-0.7065578661417495,0.8422818791946308,sp600_med,QQQ
TGTX,QQQ,XLRE,,LR,0.55,0.02,0.5036069831193191,0.49742535213119277,-0.42071988670827887,-0.596738677518877,-0.7632301193530729,0.9787685774946921,sp600_med,QQQ
ETSY,QQQ,XLY,,RF,0.55,0.1,0.4996341165948451,0.4891974066513037,-0.05059483610002202,-0.6324734855607104,-0.10791847754019812,0.006048387096774193,sp600_med,QQQ
CPRX,QQQ,XLV,,LR,0.55,0.08,0.5109375753193541,0.499568533015717,-0.20952418551624485,-0.677183378232137,-0.6053086988620182,0.2327113062568606,sp600_med,QQQ
CALX,QQQ,XLY,MDY,LR,0.55,0.04,0.5224881885268131,0.5096875941122787,-0.3693261097339031,-0.6954168437129444,-0.8440364875993087,0.8664886515353805,sp600_med,QQQ
COOP,QQQ,XLF,MDY,RF,0.55,0.1,0.4918590291631044,0.4970741242190155,-0.15084412819525583,-0.7358670776942433,-0.43528491779314527,0.21571648690292758,sp600_med,QQQ
HCI,QQQ,XLF,MDY,LR,0.55,0.08,0.4628882260045622,0.4792722632816032,-0.3292240482905151,-0.7700461358120624,-0.8220229390755115,0.7787182587666264,sp600_med,QQQ
PLAY,QQQ,XLI,MDY,LR,0.55,0.08,0.5289941534423099,0.47112373372050637,-0.3421008762832368,-0.7849934783610405,-0.6710252621955582,0.4472168905950096,sp600_med,QQQ
CNK,QQQ,XLB,IJR,RF,0.6,0.08,0.4816093097274716,0.5003461700877967,-0.22257433822337958,-0.7940773626009012,-0.6676577894715503,0.25863991081382387,sp600_med,QQQ
TRNO,QQQ,XLRE,MDY,LR,0.6,0.1,0.5379889298892989,0.4667152420821954,-0.14331742724396734,-0.8397642591402827,-0.2790726504878305,0.3991507430997877,sp600_med,QQQ
WSR,QQQ,XLRE,IJR,RF,0.6,0.1,0.4964898019509312,0.4402232525605543,-0.06220220634598328,-0.8530776655864689,-0.16243308986845995,0.12314225053078556,sp600_med,QQQ
CTRE,QQQ,XLRE,MDY,LR,0.575,0.08,0.5018461538461538,0.545064985117934,-0.06225295640988904,-0.8686107278118821,-0.17165419176718943,0.12951167728237792,sp600_med,QQQ
PARR,QQQ,XLE,MDY,RF,0.55,0.1,0.4971658834199027,0.5008502214317333,-0.07755812822003316,-0.9019859674835443,-0.19137938001570487,0.019261637239165328,sp600_med,QQQ
ADMA,QQQ,XLC,MDY,LR,0.65,0.06,0.5066120121190518,0.4746575644256548,-0.5101560706182025,-0.93042120965905,-0.6927900691337312,0.8244047619047619,sp600_med,QQQ
AMPH,QQQ,XLV,IJR,RF,0.55,0.02,0.5343441980286738,0.5033426344958013,-0.2869638607708346,-0.9356463508574533,-0.5474152541908754,0.6660447761194029,sp600_med,QQQ
QNST,QQQ,XLF,MDY,RF,0.55,0.1,0.47990272099252784,0.4510175448257728,-0.11695923002596209,-1.0286984190285102,-0.325861635898377,0.02513227513227513,sp600_med,QQQ
PINC,QQQ,XLF,MDY,LR,0.6,0.08,0.4979472140762463,0.45891563749476705,-0.1588097470570924,-1.0625510946856276,-0.332602706274575,0.34494773519163763,sp600_med,QQQ
NBHC,QQQ,XLF,IJR,LR,0.6,0.02,0.4815738722119739,0.4029895993737501,-0.3365742831778552,-1.0792481668128995,-0.6970469510136943,0.8493589743589743,sp600_med,QQQ
GNL,QQQ,XLRE,MDY,LR,0.625,0.02,0.5388758179545622,0.4921094198088752,-0.32936073098733076,-1.1245927098669635,-0.5832184870052254,0.9532908704883227,sp600_med,QQQ
ENPH,QQQ,XLB,MDY,LR,0.6,0.04,0.524242716573413,0.4655265303209223,-0.5296817764526027,-1.1845615929744073,-0.8815055002474482,0.5963020030816641,sp600_med,QQQ
SEDG,QQQ,XLB,MDY,RF,0.575,0.1,0.42621575397721767,0.4224429849426853,-0.4784915097824496,-1.4258242288266232,-0.7554872985856823,0.1402805611222445,sp600_med,QQQ
QRVO,QQQ,XLK,,LR,0.575,0.06,0.48015548597078467,0.45075599476697037,-0.4776195916407996,-1.5535115670543513,-0.7517746051782326,0.7313725490196078,sp600_med,QQQ
MSGS,QQQ,XLI,MDY,LR,0.55,0.04,0.49306254493170376,0.4581456828025096,-0.3353603563586688,-1.6529081468376887,-0.5531096601473943,0.8059071729957806,sp600_med,QQQ
