Ticker,Market,Sector,Size,Model,Threshold,Band,AUC,PR_AUC,CAGR,Sharpe,MaxDD,TradeRate,Scenario,Suite
NRG,QQQ,XLI,,LR,0.65,0.08,0.5229693902145095,0.5307264019098362,-0.08542313839469029,-0.26695970138447755,-0.3798247908371043,0.4818880351262349,sp500_long,QQQ
XEL,QQQ,XLU,,LR,0.65,0.02,0.5107557466831225,0.5100570995805924,-0.043971921612104614,-0.2679323858951546,-0.300277362172096,0.8869374313940724,sp500_long,QQQ
BKNG,QQQ,XLY,,RF,0.6,0.02,0.49578132391130164,0.5170662791582881,-0.12034161006412247,-0.2778145554364381,-0.5929086287848362,0.9846322722283205,sp500_long,QQQ
RCL,QQQ,XLY,MDY,RF,0.55,0.08,0.495627581946643,0.47361050095951873,-0.2571183411476271,-0.28269175294481313,-0.8413081140976164,0.6794731064763996,sp500_long,QQQ
PNW,QQQ,XLU,,RF,0.575,0.02,0.5114070642733064,0.5239148772117008,-0.04334664939075006,-0.2840344364391407,-0.24200504957813784,0.8518111964873765,sp500_long,QQQ
HOLX,QQQ,XLV,,LR,0.575,0.04,0.5020811202317721,0.4751541758250682,-0.07252388079043115,-0.29566799956231293,-0.4845257153081878,0.7310647639956093,sp500_long,QQQ
BK,QQQ,XLF,,RF,0.55,0.1,0.4933341045143006,0.4813460271922861,-0.023637236206634493,-0.29588765423440294,-0.14458166376772352,0.09330406147091108,sp500_long,QQQ
COO,QQQ,XLV,,RF,0.575,0.1,0.5089334664786966,0.44635677796318685,-0.0404273432843133,-0.29697378452737405,-0.2650401735225111,0.24039517014270034,sp500_long,QQQ
STLD,QQQ,XLB,MDY,LR,0.55,0.1,0.487458306823221,0.4794808174755901,-0.08813120230052862,-0.30019309578068876,-0.46339210535559483,0.15367727771679474,sp500_long,QQQ
PRU,QQQ,XLF,,RF,0.55,0.1,0.5362976494239542,0.5232281536283911,-0.02580128649824054,-0.30626906208154225,-0.20615807321035884,0.15587266739846323,sp500_long,QQQ
CTAS,QQQ,XLI,,RF,0.575,0.06,0.5352333304414048,0.5200498839905414,-0.06883531721167191,-0.3255877412521344,-0.4245979178982924,0.8090010976948409,sp500_long,QQQ
DLTR,QQQ,XLP,,RF,0.575,0.1,0.5003085705469412,0.508504360969069,-0.1197606071035785,-0.3499002905434891,-0.5021839543132279,0.535675082327113,sp500_long,QQQ
CI,QQQ,XLV,,LR,0.6,0.02,0.513281174538781,0.5192620327491262,-0.10818337928875932,-0.35152331910339507,-0.44368271304450957,0.9780461031833151,sp500_long,QQQ
APH,QQQ,XLK,,LR,0.65,0.06,0.509937798350933,0.510310685358354,-0.1326052042093725,-0.35384477721384355,-0.4951636612599478,1.0,sp500_long,QQQ
AIZ,QQQ,XLF,,LR,0.65,0.08,0.4443302451264235,0.43922355007879543,-0.07175594155131704,-0.35909643296600124,-0.2774081327911452,0.36882546652030734,sp500_long,QQQ
INCY,QQQ,XLV,,RF,0.55,0.08,0.49737666972078887,0.5143946248897897,-0.10388168635485151,-0.3602387447728725,-0.3958377559540843,0.7628979143798024,sp500_long,QQQ
REGN,QQQ,XLV,,RF,0.55,0.04,0.5201542540371173,0.5120610469791557,-0.08130152085487952,-0.3747614367545125,-0.3246227443025398,0.4610318331503842,sp500_long,QQQ
ROST,QQQ,XLY,MDY,RF,0.55,0.04,0.5049861469103265,0.49771601373155594,-0.16767820554105606,-0.3764021481023494,-0.6703138787027216,0.6992316136114161,sp500_long,QQQ
COF,QQQ,XLF,,RF,0.55,0.04,0.48227083937023085,0.46654311702904927,-0.11903217614218609,-0.3851776598883827,-0.6062350772395841,0.6597145993413831,sp500_long,QQQ
EXC,QQQ,XLU,,RF,0.55,0.1,0.5143292300870453,0.5232191856100109,-0.008294138057866274,-0.3864620762955701,-0.047604070961525635,0.024149286498353458,sp500_long,QQQ
ACGL,QQQ,XLF,,LR,0.625,0.02,0.48648648648648646,0.5197137786664412,-0.10284982801350506,-0.38944869265088555,-0.4762785104294851,0.8463227222832053,sp500_long,QQQ
MMC,QQQ,XLF,,RF,0.55,0.02,0.5229710291831987,0.5630238061562561,-0.0557251450035422,-0.3995293373582444,-0.30018160334632815,0.5499451152579583,sp500_long,QQQ
CTSH,QQQ,XLF,,LR,0.65,0.02,0.5006727651130148,0.4654929913649444,-0.10684429584880928,-0.4094494123247274,-0.4167052702851731,0.7793633369923162,sp500_long,QQQ
KR,QQQ,XLP,,LR,0.55,0.1,0.5065899208438185,0.5020919561394088,-0.03569939214626194,-0.41011518578792466,-0.1708067138370677,0.11855104281009879,sp500_long,QQQ
DGX,QQQ,XLP,,RF,0.575,0.02,0.5101628369122726,0.5211869478875868,-0.09214143913668227,-0.41198899570997893,-0.34036978295119924,0.9780461031833151,sp500_long,QQQ
CB,QQQ,XLF,,LR,0.55,0.1,0.4822372113728299,0.5392498452509167,-0.06234924312087964,-0.41252357070965,-0.2623012969819688,0.6652030735455543,sp500_long,QQQ
ETR,QQQ,XLU,,LR,0.6,0.06,0.528892424899947,0.5307642022579092,-0.07337469552272535,-0.4166168702868198,-0.4060325015193612,0.9231613611416026,sp500_long,QQQ
VRSN,QQQ,XLC,,RF,0.65,0.02,0.5439203653489368,0.5861317393521657,-0.11236644758050451,-0.42916081870285794,-0.3412853567719264,0.9791666666666666,sp500_long,QQQ
PPL,QQQ,XLU,,RF,0.575,0.06,0.5227842486886763,0.5360147740013226,-0.05001589283822261,-0.4407144531059733,-0.32258474705408147,0.7025246981339188,sp500_long,QQQ
TSN,QQQ,XLP,,LR,0.55,0.1,0.5085934556415385,0.48510328933794455,-0.04870888345968616,-0.44329292889457034,-0.23812817032242206,0.07683863885839737,sp500_long,QQQ
ATO,QQQ,XLU,,RF,0.575,0.02,0.5084382082067602,0.49483151400589565,-0.061779015883653865,-0.4457304213629488,-0.2785199425443915,0.9527991218441273,sp500_long,QQQ
FDS,QQQ,XLF,,RF,0.55,0.1,0.5151501980102386,0.47980614044854064,-0.019241531039356774,-0.45231401977400015,-0.13185585269898537,0.02854006586169045,sp500_long,QQQ
APD,QQQ,XLB,,RF,0.575,0.08,0.4980698902885006,0.4678928760939075,-0.07105832829193703,-0.45460806625882644,-0.4656285445015771,0.5126234906695939,sp500_long,QQQ
ERIE,QQQ,XLF,,LR,0.575,0.04,0.507631195827187,0.5248064672367876,-0.14045389211072856,-0.4570082420592416,-0.5642052694373606,0.8660812294182217,sp500_long,QQQ
EME,QQQ,XLI,MDY,RF,0.55,0.08,0.5183633927452549,0.524430525203021,-0.17373128202767796,-0.4635125244414223,-0.5416522705326088,0.278814489571899,sp500_long,QQQ
DTE,QQQ,XLU,,RF,0.55,0.1,0.49625659678337475,0.48055743668617973,-0.0187489802769224,-0.4789846162473256,-0.09473127669825332,0.07135016465422613,sp500_long,QQQ
PHM,QQQ,XLB,MDY,RF,0.55,0.1,0.5053452438435538,0.476606395330828,-0.20922977828664946,-0.4801492967020132,-0.6681956198512038,0.6564215148188803,sp500_long,QQQ
MO,QQQ,XLP,,LR,0.65,0.04,0.4910596348096348,0.5351515295636622,-0.09385382641189799,-0.4813816247790726,-0.44665523447385036,1.0,sp500_long,QQQ
FIS,QQQ,XLF,,LR,0.6,0.1,0.4876809496236248,0.47342338460762423,-0.0549732328596958,-0.48371248028225305,-0.2126276713076931,0.10757409440175632,sp500_long,QQQ
MOS,QQQ,XLB,MDY,RF,0.55,0.1,0.48662131519274376,0.4815881596232573,-0.08072611818400288,-0.49111808537147195,-0.329941173349499,0.10318331503841932,sp500_long,QQQ
GILD,QQQ,XLV,,LR,0.6,0.06,0.5407436327530029,0.5508831030867605,-0.12427307845581781,-0.5002270903754832,-0.5050855932243685,0.9934138309549945,sp500_long,QQQ
JBL,QQQ,XLK,,LR,0.6,0.02,0.49927221900906105,0.4954980833278112,-0.21687753352097983,-0.5056770958586425,-0.7099003831997981,0.9286498353457738,sp500_long,QQQ
SYK,QQQ,XLV,,RF,0.55,0.08,0.5044187594670474,0.49371509037320893,-0.05207564194606584,-0.5091137933419798,-0.3372118935885573,0.21185510428100987,sp500_long,QQQ
CDNS,QQQ,XLK,,LR,0.65,0.06,0.49209562553750713,0.4687171035439633,-0.16143783968214986,-0.5115551555482298,-0.5579197501578126,0.5345773874862788,sp500_long,QQQ
AXP,QQQ,XLF,,RF,0.55,0.04,0.4959551450169701,0.5184364164540743,-0.08788512867381337,-0.5269646775453944,-0.30980474343723663,0.3227222832052689,sp500_long,QQQ
CF,QQQ,XLE,MDY,RF,0.55,0.06,0.49569555576978697,0.4865696349272858,-0.10009827173145214,-0.5341495995258408,-0.3354854110232376,0.1986827661909989,sp500_long,QQQ
DE,QQQ,XLI,MDY,RF,0.55,0.1,0.5095674398418286,0.4978494005355635,-0.05770733601027522,-0.5375126290803236,-0.2964613719664444,0.07464324917672886,sp500_long,QQQ
RTX,QQQ,XLI,,RF,0.55,0.02,0.49039296255570347,0.5071519648500634,-0.12710744661586437,-0.5503742451909098,-0.44915130181581275,0.8594950603732162,sp500_long,QQQ
ECL,QQQ,XLB,,RF,0.55,0.04,0.5034331452818361,0.5167442165720886,-0.09716151197732714,-0.5504978460746239,-0.4303539313400898,0.5477497255762898,sp500_long,QQQ
MAR,QQQ,XLI,,LR,0.6,0.02,0.4802529473572592,0.48950139127734515,-0.13665571356002848,-0.553183070189709,-0.48832468469337065,0.7530186608122942,sp500_long,QQQ
NSC,QQQ,XLI,,RF,0.55,0.1,0.47229378946960593,0.44789143816243226,-0.037127367655443,-0.5601941908197333,-0.15756266884698822,0.07574094401756312,sp500_long,QQQ
TSCO,QQQ,XLI,IJR,LR,0.55,0.1,0.4913034245782016,0.47795981489259715,-0.10361200078948252,-0.5655973072768653,-0.449400948184285,0.10976948408342481,sp500_long,QQQ
FI,QQQ,XLF,,LR,0.55,0.02,0.49404274188106695,0.5081249367760216,-0.14737593509245595,-0.5752748099594301,-0.5651798601001123,0.7596048298572997,sp500_long,QQQ
SBUX,QQQ,XLY,,LR,0.6,0.06,0.49770786691090246,0.4759508721987168,-0.15531679140012788,-0.5813808032697718,-0.5758479278199174,0.5060373216245884,sp500_long,QQQ
HIG,QQQ,XLF,,RF,0.55,0.08,0.4916652154563573,0.5270611722241625,-0.07189251699802524,-0.590101210795453,-0.3207040680153178,0.38309549945115257,sp500_long,QQQ
IBM,QQQ,XLI,,RF,0.6,0.1,0.46561219077012106,0.4864492792857722,-0.1220611139002965,-0.596865204167018,-0.4752486676573604,0.8057080131723381,sp500_long,QQQ
ELV,QQQ,XLV,,LR,0.55,0.1,0.4926199084116655,0.49720597746389406,-0.130481390312153,-0.622217346430747,-0.4926517056387364,0.6498353457738749,sp500_long,QQQ
SNA,QQQ,XLI,MDY,LR,0.575,0.04,0.4681434272209523,0.4536880215494818,-0.16846492641845745,-0.6298840516557112,-0.5464723588537399,0.5740944017563118,sp500_long,QQQ
GOOGL,QQQ,XLC,,LR,0.65,0.02,0.5550520907663765,0.49197130569032277,-0.19420646364836824,-0.6362659681482825,-0.3810897801478692,0.9315476190476191,sp500_long,QQQ
IT,QQQ,XLI,MDY,LR,0.55,0.02,0.48841818587115593,0.4549594685127745,-0.2770891090090465,-0.6421805345154658,-0.8040228641600612,0.8858397365532382,sp500_long,QQQ
NOC,QQQ,XLP,,RF,0.6,0.1,0.4787699047286754,0.5413473946311321,-0.1679345043596573,-0.6650130723658818,-0.48292812267261387,0.9341383095499451,sp500_long,QQQ
DLR,QQQ,XLRE,,LR,0.575,0.02,0.5125563774129533,0.48537097681755137,-0.15157164375303878,-0.6694954326891449,-0.3993218770112993,0.8683651804670913,sp500_long,QQQ
DRI,QQQ,XLF,MDY,RF,0.6,0.08,0.5315545914678236,0.5210272942569907,-0.20164281056170053,-0.6697172732568144,-0.6638556688442944,0.681668496158068,sp500_long,QQQ
GOOG,QQQ,XLC,,LR,0.65,0.04,0.5605017921146954,0.4938138156194619,-0.18910492326315065,-0.6752977224254053,-0.35986550426247543,0.9017857142857143,sp500_long,QQQ
DECK,QQQ,XLY,MDY,RF,0.6,0.08,0.4876114726440106,0.5018817788798908,-0.3058616565419727,-0.6796558615727889,-0.832619194050843,0.4961580680570801,sp500_long,QQQ
TKO,QQQ,XLI,IJR,RF,0.6,0.02,0.5140872939268754,0.5293594969565948,-0.27684802520563145,-0.6920951433412008,-0.7779409983519776,0.9484083424807903,sp500_long,QQQ
PWR,QQQ,XLI,MDY,RF,0.575,0.1,0.4984528181844472,0.50877547836112,-0.2036075619569837,-0.7022558321892817,-0.6687103724578952,0.2667398463227223,sp500_long,QQQ
WEC,QQQ,XLU,,RF,0.625,0.08,0.48282184906388725,0.4735389964368263,-0.07474218721942782,-0.7079960696090934,-0.28733997168140324,0.7991218441273326,sp500_long,QQQ
PG,QQQ,XLP,,RF,0.55,0.08,0.5088335985341628,0.49971000805944993,-0.030624073129134288,-0.7125017276453525,-0.12389532993568075,0.09769484083424808,sp500_long,QQQ
AME,QQQ,XLI,MDY,LR,0.55,0.08,0.504802836052836,0.4839493504891118,-0.08397156453594457,-0.7128356639598104,-0.3066816020241304,0.08342480790340286,sp500_long,QQQ
VRTX,QQQ,XLV,,LR,0.625,0.02,0.4743003281219842,0.5160680821932175,-0.17648433899124327,-0.7182484015759283,-0.6426505001200876,0.7365532381997805,sp500_long,QQQ
COP,QQQ,XLE,,LR,0.55,0.1,0.49007397379490414,0.4660579514310123,-0.07309255223304534,-0.7186901851878909,-0.3396121547493388,0.1986827661909989,sp500_long,QQQ
YUM,QQQ,XLP,,RF,0.55,0.02,0.5115432812801234,0.5319774894312127,-0.11228891278113862,-0.7224534843004095,-0.4063314493226108,0.7332601536772777,sp500_long,QQQ
PEG,QQQ,XLU,,RF,0.575,0.08,0.5166502672146013,0.4912059850575059,-0.06249070042926885,-0.7259433283113969,-0.3199227873209277,0.47091108671789245,sp500_long,QQQ
ROL,QQQ,XLP,MDY,RF,0.625,0.02,0.5293280182232347,0.5428878331882084,-0.1882879783878889,-0.7334751360082632,-0.5549318357174892,0.9538968166849616,sp500_long,QQQ
MSI,QQQ,XLI,,RF,0.6,0.08,0.49545156373598814,0.5065294727632923,-0.14878123759659323,-0.7334787726191032,-0.5511808304588632,0.7596048298572997,sp500_long,QQQ
NEE,QQQ,XLU,,LR,0.575,0.1,0.4836348017451064,0.47375685936903,-0.10670382250241961,-0.7394705552979149,-0.36485676252295407,0.5214050493962679,sp500_long,QQQ
CAH,QQQ,XLV,,RF,0.575,0.1,0.49258475613937136,0.5636778456769683,-0.07281003248168172,-0.7431735727036249,-0.32830885245425023,0.16136114160263446,sp500_long,QQQ
TJX,QQQ,XLF,,LR,0.55,0.1,0.49687135433237883,0.5008717299922506,-0.13422850744949477,-0.7627665986199127,-0.46482417767825424,0.7014270032930845,sp500_long,QQQ
BEN,QQQ,XLF,,LR,0.575,0.06,0.47063031709203396,0.44365150677935106,-0.13291985341200485,-0.7881730409386603,-0.5082407717892559,0.34357848518111966,sp500_long,QQQ
CINF,QQQ,XLF,,RF,0.55,0.1,0.4917292435824521,0.5022085506480762,-0.01880097466247621,-0.8003918149253101,-0.0688539475895239,0.015367727771679473,sp500_long,QQQ
O,QQQ,XLRE,MDY,RF,0.575,0.1,0.4842276422764228,0.48518827264272885,-0.031042001214600545,-0.80998502024447,-0.09999988245317337,0.06581740976645435,sp500_long,QQQ
CAT,QQQ,XLI,,LR,0.575,0.02,0.47564443673241175,0.47460294122609176,-0.17047463791220252,-0.8195723052349507,-0.48987007200154253,0.6630076838638859,sp500_long,QQQ
WYNN,QQQ,XLB,MDY,RF,0.55,0.1,0.49699452227446805,0.45915543200883324,-0.1225538866924456,-0.8221773044386673,-0.4038363801127295,0.06805708013172337,sp500_long,QQQ
DHI,QQQ,XLRE,MDY,RF,0.55,0.1,0.4805830623706769,0.40950441236778296,-0.15343833293414144,-0.826555153761276,-0.36393045827398696,0.15498938428874734,sp500_long,QQQ
ORLY,QQQ,XLP,,RF,0.65,0.06,0.5383004508216589,0.5733634570559717,-0.16754821421963317,-0.8291795100963738,-0.5363397724685557,0.9714599341383096,sp500_long,QQQ
