Suite,Scenario,MeanSharpe,MedianSharpe,MeanCAGR,MedianCAGR,MeanMaxDD,NTickers,N_dates,MeanNetPnL,MedianNetPnL,AvgHit,AvgNonFlatHit,EventSharpe,Gate
QQQ,sp400_long,0.20334946447806165,0.2738684896525833,0.055054910089761946,0.0278247038839067,-0.4480567570789237,251,18,-0.005443026493816988,0.0,0.5914121292607349,0.41731051667320335,-0.6068478449314124,SOFT
QQQ,sp500_short,0.3711327282288245,0.1472977403827028,0.15060582152410834,-0.0158637547717347,-0.3241635272818405,35,18,-0.003433782225022135,0.0,0.5996541354404257,0.44605878807498583,-0.38955596496099715,SOFT
QQQ,sp600_long,0.2654635806909574,0.288310803087528,0.06478220738546245,0.0339753489389005,-0.4567420907623098,349,18,-0.006865044291406272,0.0,0.5850047755491882,0.3952678067968027,-0.6536022983355387,SOFT
QQQ,sp600_med,0.3425552678916404,0.4413565501661126,0.13929257206133505,0.0541962744404542,-0.37866039029667165,143,18,-0.004723874241388623,0.0,0.6188811188811189,0.43221929585437,-0.5351303507865519,SOFT
QQQ,sp600_short,0.3574102000851907,0.2653315074766363,0.21700370812764497,0.0120401278180022,-0.3724909923746486,101,18,-0.0054459460468218,0.0,0.566330552056419,0.42460190020666794,-0.5197969511636198,SOFT
