Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
UNIT,2024-06-28,QQQ,XLRE,MDY,LR,0.65,0.1,0.5257499788835279,-1,-0.0494652419066414,0.0484652419066414
TNDM,2024-06-28,QQQ,XLK,,RF,0.6,0.08,0.47230775991302065,-1,-0.04376241728545206,0.04276241728545206
ADMA,2024-06-28,QQQ,XLC,MDY,LR,0.6,0.02,0.7137238830362278,1,0.039391197292040325,0.038391197292040324
ETSY,2024-06-28,QQQ,XLY,,RF,0.625,0.02,0.5539269235633233,-1,-0.03364165152357066,0.03264165152357066
JBTM,2024-06-28,QQQ,XLI,IJR,LR,0.575,0.02,0.4806863555557043,-1,-0.03327998592682585,0.03227998592682585
QNST,2024-06-28,QQQ,XLF,MDY,LR,0.65,0.1,0.3930853733163418,-1,-0.03295695161630772,0.03195695161630772
SSTK,2024-06-28,QQQ,XLY,IJR,RF,0.65,0.06,0.511360535276559,-1,-0.02854293712218261,0.027542937122182608
COLL,2024-06-28,QQQ,XLB,MDY,LR,0.6,0.08,0.6899458689435005,1,0.020384841568297167,0.019384841568297166
INN,2024-06-28,QQQ,XLI,MDY,RF,0.65,0.08,0.5052736049240191,-1,-0.020293282556557962,0.01929328255655796
PEB,2024-06-28,QQQ,XLI,MDY,LR,0.6,0.1,0.4373785784516609,-1,-0.019075446052743243,0.018075446052743242
VTOL,2024-06-28,QQQ,XLE,IJR,RF,0.575,0.02,0.47482860568188506,-1,-0.018496445822872527,0.017496445822872526
BCC,2024-06-28,QQQ,XLI,MDY,RF,0.55,0.02,0.5823648512356497,1,0.018453671442237786,0.017453671442237785
ALRM,2024-06-28,QQQ,XLY,,RF,0.625,0.06,0.5050034890539531,-1,-0.01719478502878913,0.01619478502878913
GNL,2024-06-28,QQQ,XLRE,MDY,LR,0.65,0.06,0.7191594001539475,1,0.016915426918138285,0.015915426918138284
TRUP,2024-06-28,QQQ,XLY,MDY,RF,0.65,0.06,0.5176075450252289,-1,-0.016142007289910915,0.015142007289910914
TFIN,2024-06-28,QQQ,XLF,IJR,RF,0.625,0.08,0.5376113094802374,-1,-0.015886606277602525,0.014886606277602524
SEDG,2024-06-28,QQQ,XLB,MDY,RF,0.65,0.02,0.6150863174897786,-1,-0.015278953228237847,0.014278953228237846
