Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
BEN,2025-01-31,QQQ,XLF,,RF,0.575,0.06,0.46736628441650124,-1,-0.06039928056586326,0.05939928056586326
BLK,2025-01-31,QQQ,XLF,,LR,0.625,0.02,0.47645838646324873,-1,-0.04924554849970019,0.04824554849970019
BF-B,2025-01-31,QQQ,XLP,,RF,0.6,0.04,0.4953135554550311,-1,-0.04043461052425653,0.03943461052425653
STZ,2025-01-31,QQQ,XLP,,RF,0.65,0.04,0.5252685746420437,-1,-0.0403938176739101,0.0393938176739101
TPL,2025-01-31,QQQ,XLE,MDY,LR,0.625,0.04,0.6912481073691973,1,0.04014744866684449,0.03914744866684449
IVZ,2025-01-31,QQQ,XLF,,LR,0.65,0.08,0.44992644773816276,-1,-0.03563170444806406,0.03463170444806406
PCG,2025-01-31,QQQ,XLU,,RF,0.575,0.04,0.4829466398836933,-1,-0.033452618817295235,0.032452618817295234
WELL,2025-01-31,QQQ,XLRE,MDY,LR,0.6,0.06,0.7396840794349808,1,0.03321679873746293,0.03221679873746293
AES,2025-01-31,QQQ,XLU,,LR,0.65,0.02,0.4224356173316123,-1,-0.032846978588612276,0.031846978588612275
ALB,2025-01-31,QQQ,XLB,MDY,RF,0.65,0.02,0.5573920986898593,-1,-0.032840353388892046,0.031840353388892045
BAX,2025-01-31,QQQ,XLV,,RF,0.625,0.02,0.4993048363916471,-1,-0.032636701397895804,0.0316367013978958
EIX,2025-01-31,QQQ,XLU,,RF,0.65,0.02,0.48476678405984897,-1,-0.03242366394523578,0.031423663945235776
IT,2025-01-31,QQQ,XLI,MDY,LR,0.55,0.02,0.7392563122055147,1,0.03143237544970563,0.03043237544970563
LEN,2025-01-31,QQQ,XLRE,MDY,RF,0.65,0.1,0.5417773471456487,-1,-0.030570572083199705,0.029570572083199704
PPG,2025-01-31,QQQ,XLB,,RF,0.65,0.06,0.5610238354278526,-1,-0.02936328772018871,0.028363287720188708
NRG,2025-01-31,QQQ,XLI,,LR,0.575,0.06,0.7243834396895583,1,0.02910181955411151,0.02810181955411151
SWKS,2025-01-31,QQQ,XLK,,RF,0.65,0.06,0.5288292309086744,-1,-0.028908875666339266,0.027908875666339265
MCHP,2025-01-31,QQQ,XLK,,RF,0.65,0.08,0.4852866707716989,-1,-0.028782266699748094,0.027782266699748093
TAP,2025-01-31,QQQ,XLP,,RF,0.6,0.08,0.4947749100075861,-1,-0.02855977804282428,0.02755977804282428
ADM,2025-01-31,QQQ,XLE,,LR,0.55,0.04,0.489584983887766,-1,-0.028438301463111205,0.027438301463111204
TGT,2025-01-31,QQQ,XLB,,LR,0.65,0.1,0.29832467765526366,-1,-0.027685056332560957,0.026685056332560957
MNST,2025-01-31,QQQ,XLP,,LR,0.625,0.02,0.5356552767796119,-1,-0.02693078605203661,0.02593078605203661
STT,2025-01-31,QQQ,XLF,,LR,0.6,0.04,0.4795824720383012,-1,-0.02684401851425833,0.02584401851425833
AJG,2025-01-31,QQQ,XLF,,LR,0.55,0.1,0.728847618901721,1,0.02637654481664372,0.02537654481664372
NVR,2025-01-31,QQQ,XLRE,MDY,RF,0.6,0.08,0.5109651695661789,-1,-0.02635197711682702,0.025351977116827018
ORCL,2025-01-31,QQQ,XLK,,LR,0.55,0.1,0.6675814985549192,1,0.026027062153399748,0.025027062153399747
AZO,2025-01-31,QQQ,XLP,,LR,0.55,0.02,0.6373871130370284,1,0.02599415622182382,0.02499415622182382
AAPL,2025-01-31,QQQ,XLK,,RF,0.6,0.1,0.488297926339046,-1,-0.02586604367465774,0.02486604367465774
SWK,2025-01-31,QQQ,XLB,MDY,RF,0.55,0.04,0.4759823123265101,-1,-0.025748566769909595,0.024748566769909594
