Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL,Suite,SignalDate
XYZ,2024-04-30,SPY,XLY,,LR,0.575,0.04,0.3893552048472947,-1,-0.06442912950663551,0.06342912950663551,SPY,2024-04-30
DAY,2024-04-30,SPY,XLY,,RF,0.65,0.04,0.5333959184353716,-1,-0.04805991796292125,0.04705991796292125,SPY,2024-04-30
APP,2024-04-30,SPY,XLC,,RF,0.625,0.08,0.504722867317548,-1,-0.019506998906116124,0.018506998906116123,SPY,2024-04-30
EXE,2024-04-30,SPY,XLE,MDY,LR,0.65,0.06,0.4848990264182212,-1,-0.018329141040513117,0.017329141040513116,SPY,2024-04-30
DELL,2024-04-30,SPY,XLK,,LR,0.55,0.02,0.5061729947710363,-1,-0.018207710954435317,0.017207710954435317,SPY,2024-04-30
CTVA,2024-04-30,SPY,XLB,MDY,RF,0.65,0.02,0.5550224298756605,-1,-0.007294340599928233,0.006294340599928233,SPY,2024-04-30
HWM,2024-04-30,SPY,XLI,MDY,LR,0.6,0.02,0.6928935025453191,1,0.00482103696238425,0.0038210369623842503,SPY,2024-04-30
ABNB,2024-04-30,SPY,XLY,,RF,0.55,0.02,0.5099472689878457,-1,-0.0028348891333955786,0.0018348891333955786,SPY,2024-04-30
INVH,2024-04-30,SPY,XLRE,MDY,RF,0.575,0.1,0.5830003110800905,0,-0.0025067753915624692,-0.0,SPY,2024-04-30
HOOD,2024-04-30,SPY,XLY,,RF,0.55,0.1,0.5452517728467263,0,0.024568192545231144,0.0,SPY,2024-04-30
CRWD,2024-04-30,SPY,XLK,,RF,0.55,0.08,0.4746165781656749,0,0.03272865969947505,0.0,SPY,2024-04-30
VST,2024-04-30,SPY,XLK,,RF,0.55,0.02,0.5599653033686351,0,0.026533218014135707,0.0,SPY,2024-04-30
COIN,2024-04-30,SPY,XLY,,LR,0.575,0.04,0.5968027730330461,0,0.049096252999066135,0.0,SPY,2024-04-30
LW,2024-04-30,SPY,XLV,MDY,LR,0.65,0.06,0.6245282147143855,0,-0.013213630286326914,-0.0,SPY,2024-04-30
IR,2024-04-30,SPY,XLI,MDY,RF,0.55,0.04,0.5281191910494273,0,0.0019903803824801313,0.0,SPY,2024-04-30
HPE,2024-04-30,SPY,XLK,MDY,LR,0.6,0.1,0.5436304471929033,0,-0.02756676073513429,-0.0,SPY,2024-04-30
DASH,2024-04-30,SPY,XLY,,RF,0.575,0.06,0.6612755511779689,1,0.0006357917980472907,-0.0003642082019527093,SPY,2024-04-30
CARR,2024-04-30,SPY,XLI,MDY,RF,0.65,0.04,0.4721214832786938,-1,0.0005438285131611346,-0.0015438285131611346,SPY,2024-04-30
DOW,2024-04-30,SPY,XLB,MDY,RF,0.625,0.02,0.5739022835773798,-1,0.0020382306664200153,-0.0030382306664200154,SPY,2024-04-30
CEG,2024-04-30,SPY,XLK,,RF,0.55,0.08,0.4645359727041194,-1,0.0023874522995408765,-0.0033874522995408765,SPY,2024-04-30
FOX,2024-04-30,SPY,XLF,MDY,LR,0.65,0.06,0.44238227178390027,-1,0.007021974500142603,-0.008021974500142602,SPY,2024-04-30
FTV,2024-04-30,SPY,XLI,MDY,RF,0.65,0.04,0.5503347528531966,-1,0.007052417327500829,-0.008052417327500828,SPY,2024-04-30
OTIS,2024-04-30,SPY,XLI,MDY,LR,0.65,0.04,0.39127103525629914,-1,0.007453472692916884,-0.008453472692916884,SPY,2024-04-30
FOXA,2024-04-30,SPY,XLF,MDY,RF,0.625,0.06,0.4541261576823661,-1,0.010653022743194478,-0.011653022743194477,SPY,2024-04-30
MRNA,2024-04-30,SPY,XLV,,RF,0.6,0.02,0.3764323505055169,-1,0.011945411429632097,-0.012945411429632098,SPY,2024-04-30
VICI,2024-04-30,SPY,XLRE,MDY,RF,0.65,0.02,0.5400469331829933,-1,0.013355694605726406,-0.014355694605726405,SPY,2024-04-30
DDOG,2024-04-30,SPY,XLK,,LR,0.575,0.02,0.5467946620568539,-1,0.024889804878379,-0.025889804878379,SPY,2024-04-30
PLTR,2024-04-30,SPY,XLY,,RF,0.6,0.02,0.5268852074355713,-1,0.026783139056683575,-0.027783139056683576,SPY,2024-04-30
UBER,2024-04-30,SPY,XLI,MDY,LR,0.55,0.02,0.35308974424077755,-1,0.033145635634464425,-0.034145635634464426,SPY,2024-04-30
TTD,2024-04-30,SPY,XLY,,LR,0.55,0.02,0.458665840360046,-1,0.04209172039766185,-0.04309172039766185,SPY,2024-04-30
DAY,2024-04-30,QQQ,XLY,,RF,0.625,0.02,0.5172008012712987,-1,-0.04600301979138948,0.04500301979138948,QQQ,2024-04-30
EXE,2024-04-30,QQQ,XLE,MDY,LR,0.55,0.02,0.4252191752451106,-1,-0.018649268799270268,0.017649268799270267,QQQ,2024-04-30
LW,2024-04-30,QQQ,XLV,MDY,RF,0.625,0.02,0.5838803611834614,-1,-0.011823451708267861,0.010823451708267862,QQQ,2024-04-30
CTVA,2024-04-30,QQQ,XLB,MDY,RF,0.65,0.04,0.5549440303444042,-1,-0.0072477222201661655,0.0062477222201661655,QQQ,2024-04-30
HWM,2024-04-30,QQQ,XLI,MDY,LR,0.65,0.02,0.7191798110301463,1,0.0060317850752948385,0.0050317850752948385,QQQ,2024-04-30
INVH,2024-04-30,QQQ,XLRE,MDY,RF,0.65,0.02,0.5746546941709826,-1,-0.002561494044764162,0.001561494044764162,QQQ,2024-04-30
PLTR,2024-04-30,QQQ,XLY,,RF,0.575,0.1,0.5454512523665085,0,0.030087236649505047,0.0,QQQ,2024-04-30
HPE,2024-04-30,QQQ,XLK,MDY,LR,0.6,0.06,0.5760325998551179,0,-0.0263508708919894,-0.0,QQQ,2024-04-30
HOOD,2024-04-30,QQQ,XLY,,RF,0.6,0.1,0.542273309653726,0,0.027622848790750835,0.0,QQQ,2024-04-30
APP,2024-04-30,QQQ,XLC,,RF,0.575,0.1,0.569343595733855,0,-0.015039486903165282,-0.0,QQQ,2024-04-30
IR,2024-04-30,QQQ,XLI,MDY,LR,0.65,0.02,0.653665773450234,0,0.0038683989320971806,0.0,QQQ,2024-04-30
XYZ,2024-04-30,QQQ,XLY,,RF,0.55,0.08,0.5401728587831506,0,-0.06179394283156086,-0.0,QQQ,2024-04-30
DELL,2024-04-30,QQQ,XLK,,RF,0.55,0.04,0.5753625524701002,0,-0.01100318861026283,-0.0,QQQ,2024-04-30
DASH,2024-04-30,QQQ,XLY,,RF,0.55,0.06,0.5718397481681536,0,0.0044794514141095676,0.0,QQQ,2024-04-30
TTD,2024-04-30,QQQ,XLY,,LR,0.55,0.08,0.4926389869313344,0,0.04442946452831504,0.0,QQQ,2024-04-30
COIN,2024-04-30,QQQ,XLY,,LR,0.575,0.04,0.5886618816160736,0,0.054454020873499105,0.0,QQQ,2024-04-30
CEG,2024-04-30,QQQ,XLK,,RF,0.55,0.1,0.5181939652397344,0,0.004186786697807141,0.0,QQQ,2024-04-30
VST,2024-04-30,QQQ,XLK,,RF,0.55,0.02,0.5348271004015279,0,0.02884036472006999,0.0,QQQ,2024-04-30
DDOG,2024-04-30,QQQ,XLK,,RF,0.575,0.08,0.5061189108130472,0,0.029076566303782296,0.0,QQQ,2024-04-30
ABNB,2024-04-30,QQQ,XLY,,LR,0.575,0.02,0.552578017146957,-1,-0.00012641014329249373,-0.0008735898567075063,QQQ,2024-04-30
DOW,2024-04-30,QQQ,XLB,MDY,RF,0.65,0.02,0.558889652951765,-1,0.0021827476583044414,-0.0031827476583044414,QQQ,2024-04-30
CARR,2024-04-30,QQQ,XLI,MDY,RF,0.6,0.04,0.4787358074609171,-1,0.0025165200135470953,-0.0035165200135470953,QQQ,2024-04-30
FOX,2024-04-30,QQQ,XLF,MDY,RF,0.6,0.04,0.42148985892771146,-1,0.0062226972316488235,-0.0072226972316488235,QQQ,2024-04-30
FTV,2024-04-30,QQQ,XLI,MDY,RF,0.65,0.02,0.5506302444812018,-1,0.007751185556127212,-0.008751185556127212,QQQ,2024-04-30
OTIS,2024-04-30,QQQ,XLI,MDY,LR,0.65,0.06,0.4516867841022533,-1,0.007951253950587586,-0.008951253950587587,QQQ,2024-04-30
FOXA,2024-04-30,QQQ,XLF,MDY,RF,0.6,0.02,0.4795070792203046,-1,0.009818454085373523,-0.010818454085373522,QQQ,2024-04-30
VICI,2024-04-30,QQQ,XLRE,MDY,RF,0.625,0.02,0.5353140854713238,-1,0.013264312138910864,-0.014264312138910863,QQQ,2024-04-30
MRNA,2024-04-30,QQQ,XLV,,LR,0.575,0.1,0.3388511655542151,-1,0.013428859860750684,-0.014428859860750685,QQQ,2024-04-30
UBER,2024-04-30,QQQ,XLI,MDY,LR,0.55,0.06,0.3868565240466961,-1,0.036394866058427136,-0.03739486605842714,QQQ,2024-04-30
CRWD,2024-04-30,QQQ,XLK,,LR,0.55,0.08,0.3102278567947795,-1,0.03809263449540561,-0.039092634495405613,QQQ,2024-04-30
VST,2024-05-31,SPY,XLK,,RF,0.55,0.02,0.46800503072855465,-1,-0.06361188971530922,0.06261188971530922,SPY,2024-05-31
CEG,2024-05-31,SPY,XLK,,RF,0.55,0.1,0.4453719523980876,-1,-0.044921835668800744,0.04392183566880074,SPY,2024-05-31
COIN,2024-05-31,SPY,XLY,,LR,0.55,0.02,0.6921502487346561,1,0.022709809808646755,0.021709809808646754,SPY,2024-05-31
CRWD,2024-05-31,SPY,XLK,,LR,0.575,0.1,0.3011142892101448,-1,-0.02169863964022572,0.020698639640225718,SPY,2024-05-31
PLTR,2024-05-31,SPY,XLY,,RF,0.6,0.06,0.5001094009542808,-1,-0.017334591544831034,0.016334591544831033,SPY,2024-05-31
LW,2024-05-31,SPY,XLV,MDY,RF,0.65,0.04,0.5095346898465274,-1,-0.017042435174077053,0.016042435174077052,SPY,2024-05-31
DOW,2024-05-31,SPY,XLB,MDY,RF,0.65,0.02,0.5723275342694237,-1,-0.015865859499177057,0.014865859499177056,SPY,2024-05-31
ABNB,2024-05-31,SPY,XLY,,RF,0.55,0.1,0.5321187444438563,0,0.008480496295591479,0.0,SPY,2024-05-31
HPE,2024-05-31,SPY,XLK,MDY,LR,0.6,0.08,0.5564963783895539,0,0.017675029962925196,0.0,SPY,2024-05-31
DASH,2024-05-31,SPY,XLY,,RF,0.55,0.08,0.5545775819325522,0,0.005785628579097105,0.0,SPY,2024-05-31
DDOG,2024-05-31,SPY,XLK,,LR,0.575,0.02,0.5690002169581728,0,-0.010941475564425414,-0.0,SPY,2024-05-31
DELL,2024-05-31,SPY,XLK,,LR,0.55,0.08,0.5655123139147012,0,-0.058218077603308646,-0.0,SPY,2024-05-31
EXE,2024-05-31,SPY,XLE,MDY,LR,0.6,0.1,0.645908236933764,0,0.022812908581696552,0.0,SPY,2024-05-31
HWM,2024-05-31,SPY,XLI,MDY,RF,0.575,0.08,0.5495038775109957,0,0.025428369298993902,0.0,SPY,2024-05-31
FTV,2024-05-31,SPY,XLI,MDY,RF,0.65,0.04,0.5442985413393304,-1,-0.00015986030507572722,-0.0008401396949242728,SPY,2024-05-31
XYZ,2024-05-31,SPY,XLY,,LR,0.625,0.1,0.44777227814322107,-1,0.0024101147567590626,-0.0034101147567590626,SPY,2024-05-31
TTD,2024-05-31,SPY,XLY,,LR,0.625,0.04,0.47729237640705213,-1,0.002573592077373408,-0.003573592077373408,SPY,2024-05-31
DAY,2024-05-31,SPY,XLY,,RF,0.65,0.04,0.6034053993206338,-1,0.004616509549790397,-0.005616509549790397,SPY,2024-05-31
APP,2024-05-31,SPY,XLC,,RF,0.55,0.02,0.40276750368950737,-1,0.005904383601286998,-0.006904383601286998,SPY,2024-05-31
CTVA,2024-05-31,SPY,XLB,MDY,RF,0.65,0.04,0.47622426511635363,-1,0.006729073379439359,-0.007729073379439359,SPY,2024-05-31
INVH,2024-05-31,SPY,XLRE,MDY,RF,0.65,0.06,0.4746258457996843,-1,0.007329841366161635,-0.008329841366161635,SPY,2024-05-31
CARR,2024-05-31,SPY,XLI,MDY,RF,0.65,0.02,0.5445137190627403,-1,0.00818684977770109,-0.009186849777701091,SPY,2024-05-31
UBER,2024-05-31,SPY,XLI,MDY,RF,0.55,0.02,0.5273895040079171,-1,0.009460356100216942,-0.010460356100216943,SPY,2024-05-31
VICI,2024-05-31,SPY,XLRE,MDY,RF,0.65,0.02,0.5498415195453865,-1,0.013592838133306452,-0.014592838133306453,SPY,2024-05-31
