Date,Suite,N,MeanNetPnL,MedianNetPnL,HitRate,NonFlatHitRate
2024-04-30,QQQ,58,-0.004884500585814065,0.0,0.5689655172413793,0.2857142857142857
2024-05-31,QQQ,58,-0.007518932660383445,0.0,0.603448275862069,0.3611111111111111
2024-06-28,QQQ,58,0.0001266364466949124,0.0,0.6896551724137931,0.5263157894736842
2024-07-31,QQQ,58,-0.0063080651475648265,0.0,0.5689655172413793,0.4186046511627907
2024-08-30,QQQ,58,-0.02627408775043074,-0.01795351142408743,0.3103448275862069,0.13043478260869565
2024-09-30,QQQ,59,-0.007657301483143317,-0.0002612828554200519,0.5084745762711864,0.2926829268292683
2024-10-31,QQQ,59,-0.0008345748553497216,-0.0,0.6779661016949152,0.525
2024-11-29,QQQ,60,-0.0007610342024665863,-0.0,0.6166666666666667,0.5106382978723404
2024-12-31,QQQ,60,-0.010102842187667096,-0.004588197772446342,0.43333333333333335,0.19047619047619047
2025-01-31,QQQ,63,-0.0023805442591532115,0.0,0.6190476190476191,0.4146341463414634
2025-02-28,QQQ,63,-0.013955720941445949,-0.00754543090511581,0.36507936507936506,0.25925925925925924
2025-03-31,QQQ,63,0.004438796908490946,-0.0,0.7777777777777778,0.7021276595744681
2025-04-30,QQQ,63,0.009387917159099608,0.01336674632882956,0.7777777777777778,0.75
2025-05-30,QQQ,64,0.007683103018928508,0.005550096405560206,0.84375,0.8
2025-06-30,QQQ,64,-0.0007498340120879498,0.0,0.640625,0.39473684210526316
2025-07-31,QQQ,64,-0.024188621860584784,-0.016274291790832396,0.375,0.2857142857142857
2025-08-29,QQQ,64,-0.005843145462261133,-0.002552833086560749,0.46875,0.3584905660377358
2025-09-30,QQQ,64,0.0025960688176844306,0.0,0.640625,0.5306122448979592
2024-04-30,SPY,58,-0.003574982750052583,0.0,0.5689655172413793,0.3055555555555556
2024-05-31,SPY,58,-0.007901208539500437,0.0,0.603448275862069,0.3611111111111111
2024-06-28,SPY,58,-0.0006453819535827637,0.0,0.6551724137931034,0.5121951219512195
2024-07-31,SPY,58,-0.010664514064544795,0.0,0.5172413793103449,0.36363636363636365
2024-08-30,SPY,58,-0.02903327994748254,-0.02365643231845438,0.27586206896551724,0.14285714285714285
2024-09-30,SPY,59,-0.008140717474307403,-0.0023482839656638497,0.4576271186440678,0.3191489361702128
2024-10-31,SPY,59,0.004483268257355446,-0.0,0.7457627118644068,0.5833333333333334
2024-11-29,SPY,60,-0.0031271600829066975,-0.0005591520545858261,0.5,0.3617021276595745
2024-12-31,SPY,60,-0.010509162657743532,-0.004494215288057458,0.45,0.25
2025-01-31,SPY,63,-0.0051966941835660954,0.0,0.5555555555555556,0.36363636363636365
2025-02-28,SPY,63,-0.015909630426810442,-0.009516469475058277,0.4126984126984127,0.22916666666666666
2025-03-31,SPY,63,-0.00016926811072649094,0.0,0.6984126984126984,0.525
2025-04-30,SPY,63,0.006212263961322359,0.005805090995197893,0.8095238095238095,0.7647058823529411
2025-05-30,SPY,64,0.007920072278339817,0.004774908197106486,0.796875,0.7758620689655172
2025-06-30,SPY,64,0.006330486543433396,-0.0,0.78125,0.6818181818181818
2025-07-31,SPY,64,-0.025085666292965526,-0.018560118446725456,0.375,0.2727272727272727
2025-08-29,SPY,64,-0.00699120522907153,-0.0031661372860071865,0.4375,0.29411764705882354
2025-09-30,SPY,64,0.0053749301829559976,0.0,0.671875,0.6111111111111112
