Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL,Suite,SignalDate
RYAN,2024-04-30,SPY,XLI,,RF,0.575,0.02,0.6054091414294981,1,0.06486442718555403,0.06386442718555403,SPY,2024-04-30
YETI,2024-04-30,SPY,XLY,MDY,RF,0.65,0.02,0.4813312848098118,-1,-0.021956162680049136,0.020956162680049135,SPY,2024-04-30
CNM,2024-04-30,SPY,XLI,MDY,LR,0.575,0.02,0.6765474401458499,1,0.01739005377580775,0.01639005377580775,SPY,2024-04-30
MP,2024-04-30,SPY,XLB,MDY,RF,0.6,0.02,0.5743192774358252,-1,-0.01282813449132443,0.01182813449132443,SPY,2024-04-30
APG,2024-04-30,SPY,XLI,MDY,LR,0.55,0.1,0.2326918761700417,-1,-0.01213217793176244,0.011132177931762442,SPY,2024-04-30
GXO,2024-04-30,SPY,XLB,MDY,RF,0.6,0.04,0.5004215968694596,-1,-0.011990527613300312,0.010990527613300313,SPY,2024-04-30
ALGM,2024-04-30,SPY,XLK,,LR,0.625,0.1,0.5197452214080033,-1,-0.011082899539330117,0.010082899539330118,SPY,2024-04-30
HGV,2024-04-30,SPY,XLI,MDY,RF,0.575,0.06,0.6405822241622435,1,0.008003258023586438,0.0070032580235864375,SPY,2024-04-30
NVT,2024-04-30,SPY,XLI,MDY,RF,0.65,0.1,0.5432161299604102,-1,-0.006650582548116064,0.005650582548116064,SPY,2024-04-30
PSN,2024-04-30,SPY,XLI,MDY,RF,0.65,0.04,0.49923158097736064,-1,-0.0052218029029965874,0.004221802902996587,SPY,2024-04-30
NVST,2024-04-30,SPY,XLB,MDY,LR,0.65,0.02,0.25462285264605017,-1,-0.0011187132212828227,0.00011871322128282269,SPY,2024-04-30
WH,2024-04-30,SPY,XLI,MDY,LR,0.625,0.1,0.6662528820509946,0,-0.004829718835799438,-0.0,SPY,2024-04-30
KNSL,2024-04-30,SPY,XLF,MDY,LR,0.575,0.1,0.6554400872761615,0,0.04181549678415251,0.0,SPY,2024-04-30
LIVN,2024-04-30,SPY,XLF,MDY,RF,0.6,0.04,0.5891457523381266,0,0.12589691424842492,0.0,SPY,2024-04-30
MEDP,2024-04-30,SPY,XLV,MDY,LR,0.55,0.08,0.5149090933659458,0,0.025330101841422585,0.0,SPY,2024-04-30
VVV,2024-04-30,SPY,XLB,MDY,RF,0.625,0.06,0.5995137917501374,0,-0.0025258878970769207,-0.0,SPY,2024-04-30
NTNX,2024-04-30,SPY,XLK,,RF,0.55,0.1,0.48894854955753786,0,0.023378011507933456,0.0,SPY,2024-04-30
TWLO,2024-04-30,SPY,XLY,,RF,0.55,0.06,0.5246964020619422,0,0.02635543388776721,0.0,SPY,2024-04-30
UA,2024-04-30,SPY,XLB,MDY,RF,0.65,0.02,0.6505647063024965,0,-0.014976067777945962,-0.0,SPY,2024-04-30
ONTO,2024-04-30,SPY,XLK,,LR,0.55,0.1,0.5896252325627371,0,0.026093670644803318,0.0,SPY,2024-04-30
PK,2024-04-30,SPY,XLI,MDY,RF,0.575,0.08,0.6395513474941545,0,-0.002686198075104994,-0.0,SPY,2024-04-30
VNT,2024-04-30,SPY,XLI,MDY,RF,0.6,0.08,0.5890214266593529,0,0.005126827070328827,0.0,SPY,2024-04-30
ROIV,2024-04-30,SPY,XLI,,RF,0.6,0.1,0.5719146832038394,0,0.03497323929524903,0.0,SPY,2024-04-30
