Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
LEG,2024-04-30,QQQ,XLB,MDY,RF,0.575,0.04,0.5014017022862847,-1,-0.27065185617868476,0.26965185617868476
ASTE,2024-04-30,QQQ,XLI,IJR,RF,0.625,0.08,0.4907710070364854,-1,-0.1865397181492584,0.1855397181492584
OI,2024-04-30,QQQ,XLB,MDY,LR,0.65,0.02,0.49817648841664275,-1,-0.1602236524573505,0.1592236524573505
FWRD,2024-04-30,QQQ,XLI,IJR,RF,0.625,0.02,0.5691518955886238,-1,-0.041380919413578535,0.040380919413578534
STAA,2024-04-30,QQQ,XLB,IJR,LR,0.6,0.02,0.42573197398657153,-1,-0.0358469903843757,0.0348469903843757
CBRL,2024-04-30,QQQ,XLI,MDY,RF,0.625,0.06,0.5559082664516594,-1,-0.031159406209964467,0.030159406209964466
CSGS,2024-04-30,QQQ,XLF,IJR,RF,0.625,0.02,0.5187547468195812,-1,-0.03098368557878105,0.02998368557878105
VSH,2024-04-30,QQQ,XLI,MDY,RF,0.6,0.1,0.46548358931284123,-1,-0.03082364158803458,0.02982364158803458
NWL,2024-04-30,QQQ,XLB,MDY,LR,0.65,0.02,0.3993469006124228,-1,-0.027919448315568425,0.026919448315568424
QDEL,2024-04-30,QQQ,XLV,IJR,LR,0.65,0.1,0.5163428982577934,-1,-0.0250782588879301,0.0240782588879301
FMC,2024-04-30,QQQ,XLB,MDY,RF,0.65,0.1,0.5005627519632087,-1,-0.02417323388295094,0.02317323388295094
CAL,2024-04-30,QQQ,XLB,IJR,RF,0.575,0.08,0.48706682268611656,-1,-0.024092609009777756,0.023092609009777755
ALKS,2024-04-30,QQQ,XLV,MDY,LR,0.55,0.06,0.4758242561769619,-1,-0.022040242660809704,0.021040242660809703
GDEN,2024-04-30,QQQ,XLI,MDY,LR,0.575,0.04,0.4788897142435522,-1,-0.02121013648881058,0.02021013648881058
KLIC,2024-04-30,QQQ,XLK,MDY,LR,0.6,0.02,0.5298090473644543,-1,-0.02021776159844872,0.019217761598448718
BGC,2024-04-30,QQQ,XLF,MDY,LR,0.6,0.1,0.7162907611106137,1,0.016347881794650562,0.015347881794650561
ITGR,2024-04-30,QQQ,XLB,IJR,RF,0.625,0.06,0.5048598818504137,-1,-0.015594710924594326,0.014594710924594325
WWW,2024-04-30,QQQ,XLY,IJR,RF,0.575,0.04,0.4812926994987975,-1,-0.014824456238658398,0.013824456238658397
PZZA,2024-04-30,QQQ,XLB,MDY,LR,0.625,0.02,0.4111710133451336,-1,-0.013790514289689823,0.012790514289689824
ACHC,2024-04-30,QQQ,XLV,MDY,LR,0.55,0.1,0.4363917900821237,-1,-0.011997054617287714,0.010997054617287713
MGPI,2024-04-30,QQQ,XLB,MDY,RF,0.6,0.06,0.5124510290347023,-1,-0.011355422157303351,0.01035542215730335
NEOG,2024-04-30,QQQ,XLB,IJR,RF,0.65,0.08,0.4944287005846694,-1,-0.011258882343591535,0.010258882343591534
MODG,2024-04-30,QQQ,XLB,MDY,LR,0.55,0.1,0.3357594841306221,-1,-0.010623459315874956,0.009623459315874956
ROG,2024-04-30,QQQ,XLB,IJR,RF,0.65,0.1,0.5035234029240655,-1,-0.009546020757975233,0.008546020757975233
DIOD,2024-04-30,QQQ,XLK,MDY,RF,0.55,0.04,0.4727705866608191,-1,-0.009504378239266637,0.008504378239266638
PLUS,2024-04-30,QQQ,XLI,IJR,LR,0.6,0.04,0.537504699529326,-1,-0.009444753734122664,0.008444753734122665
HIW,2024-04-30,QQQ,XLRE,MDY,LR,0.65,0.04,0.5603699057493435,-1,-0.009158006620651814,0.008158006620651814
