Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
SAIC,2025-05-30,SPY,XLI,MDY,LR,0.65,0.02,0.5230420984899468,-1,-0.1334904499013029,0.1324904499013029
RH,2025-05-30,SPY,XLY,MDY,RF,0.6,0.04,0.4886868723142231,-1,-0.09533892964099216,0.09433892964099216
CPRI,2025-05-30,SPY,XLB,MDY,RF,0.65,0.02,0.5584805085421388,-1,-0.06544884572184632,0.06444884572184632
PBF,2025-05-30,SPY,XLE,MDY,RF,0.65,0.1,0.5237195912943582,-1,-0.054403213078097874,0.05340321307809787
PEN,2025-05-30,SPY,XLY,,LR,0.55,0.02,0.40825969512564225,-1,-0.04627743160171029,0.045277431601710286
LEA,2025-05-30,SPY,XLB,MDY,RF,0.6,0.08,0.4840415385990173,-1,-0.04383005866101179,0.04283005866101179
FBIN,2025-05-30,SPY,XLB,MDY,RF,0.65,0.02,0.5348199335726388,-1,-0.04264031421085799,0.04164031421085799
WMS,2025-05-30,SPY,XLB,MDY,RF,0.625,0.02,0.5176708453473791,-1,-0.03753932866291435,0.03653932866291435
VC,2025-05-30,SPY,XLB,MDY,RF,0.625,0.1,0.5206517919125829,-1,-0.03384819597137715,0.03284819597137715
CIVI,2025-05-30,SPY,XLE,MDY,LR,0.65,0.06,0.42384226248039014,-1,-0.02986187303909159,0.02886187303909159
VAC,2025-05-30,SPY,XLI,MDY,RF,0.65,0.02,0.5490297737409776,-1,-0.026430911964804953,0.02543091196480495
NWE,2025-05-30,SPY,XLU,MDY,RF,0.625,0.02,0.5257529982576815,-1,-0.025363963661568036,0.024363963661568035
COTY,2025-05-30,SPY,XLB,MDY,RF,0.575,0.04,0.48243922454831484,-1,-0.02495531223330647,0.02395531223330647
ST,2025-05-30,SPY,XLI,MDY,LR,0.65,0.02,0.4859637150113535,-1,-0.01980958170860369,0.01880958170860369
TRU,2025-05-30,SPY,XLI,,LR,0.65,0.02,0.5283438925638543,-1,-0.01880864321762975,0.01780864321762975
MTDR,2025-05-30,SPY,XLE,MDY,RF,0.65,0.04,0.5530568644715185,-1,-0.018030198272874002,0.017030198272874
GTLS,2025-05-30,SPY,XLI,MDY,LR,0.65,0.02,0.5548113175339956,-1,-0.01686436668940533,0.01586436668940533
FN,2025-05-30,SPY,XLK,,LR,0.575,0.06,0.4662292116752332,-1,-0.01684141614513751,0.01584141614513751
BLD,2025-05-30,SPY,XLB,MDY,LR,0.625,0.02,0.526779357725116,-1,-0.01648750923455222,0.015487509234552218
H,2025-05-30,SPY,XLI,MDY,RF,0.65,0.04,0.46793638541175425,-1,-0.016000320233476608,0.015000320233476607
TMHC,2025-05-30,SPY,XLB,MDY,RF,0.65,0.02,0.5429731449308047,-1,-0.015370761720072314,0.014370761720072314
IPGP,2025-05-30,SPY,XLK,MDY,LR,0.55,0.02,0.430216997562682,-1,-0.015322632661657135,0.014322632661657134
OC,2025-05-30,SPY,XLI,MDY,LR,0.55,0.1,0.3707892840300618,-1,-0.014261210960997618,0.013261210960997617
VNOM,2025-05-30,SPY,XLE,MDY,LR,0.6,0.04,0.5335121958912982,-1,-0.01339671983093264,0.01239671983093264
STWD,2025-05-30,SPY,XLRE,MDY,RF,0.575,0.02,0.496809363890594,-1,-0.01283137908937966,0.01183137908937966
VOYA,2025-05-30,SPY,XLF,MDY,LR,0.575,0.02,0.3949475007027768,-1,-0.012721010551599505,0.011721010551599506
AVAV,2025-05-30,SPY,XLI,IJR,LR,0.55,0.04,0.6169941336345771,1,0.012441105061026771,0.01144110506102677
ARMK,2025-05-30,SPY,XLI,MDY,LR,0.65,0.02,0.5512777967705631,-1,-0.011469433986782037,0.010469433986782038
ESNT,2025-05-30,SPY,XLF,MDY,RF,0.65,0.04,0.5318906444324246,-1,-0.011014646669020271,0.010014646669020272
APPF,2025-05-30,SPY,XLI,,LR,0.575,0.08,0.4839836496123162,-1,-0.01008913933761296,0.009089139337612961
G,2025-05-30,SPY,XLI,,RF,0.625,0.04,0.5346769223812055,-1,-0.009611960846454394,0.008611960846454395
ACM,2025-05-30,SPY,XLI,MDY,RF,0.65,0.04,0.5849425244657407,-1,-0.009383041722190948,0.008383041722190947
FNF,2025-05-30,SPY,XLF,MDY,RF,0.575,0.02,0.4820506024829705,-1,-0.008877874595137673,0.007877874595137672
PFGC,2025-05-30,SPY,XLF,MDY,LR,0.625,0.06,0.5571971815264348,-1,-0.008210932481415417,0.007210932481415417
PCTY,2025-05-30,SPY,XLY,,LR,0.65,0.1,0.5081702464294227,-1,-0.00805629216859153,0.007056292168591529
HOMB,2025-05-30,SPY,XLF,IJR,RF,0.625,0.04,0.5670069328365902,-1,-0.007948251143556379,0.0069482511435563785
CHRD,2025-05-30,SPY,XLE,,RF,0.625,0.02,0.5411699285793078,-1,-0.006914922588627531,0.005914922588627531
GMED,2025-05-30,SPY,XLI,MDY,LR,0.65,0.06,0.513722588585676,-1,-0.0068859561711563265,0.0058859561711563264
GLPI,2025-05-30,SPY,XLRE,MDY,LR,0.575,0.02,0.4644280396935487,-1,-0.006661672696474564,0.005661672696474564
EVR,2025-05-30,SPY,XLF,MDY,RF,0.65,0.1,0.4757505678119668,-1,-0.006496986140789399,0.005496986140789399
POST,2025-05-30,SPY,XLP,MDY,LR,0.65,0.08,0.5387591940640971,-1,-0.0050284017897239885,0.0040284017897239885
OGS,2025-05-30,SPY,XLU,MDY,RF,0.625,0.02,0.5267338353514566,-1,-0.004658326535056797,0.0036583265350567966
FIVE,2025-05-30,SPY,XLY,MDY,LR,0.625,0.02,0.37836694063027254,-1,-0.0045666517905612065,0.0035666517905612065
JAZZ,2025-05-30,SPY,XLV,,RF,0.65,0.02,0.4941680848963859,-1,-0.004421060377531338,0.003421060377531338
AMH,2025-05-30,SPY,XLRE,,RF,0.55,0.02,0.529442362367805,-1,-0.004226173300145966,0.003226173300145966
REXR,2025-05-30,SPY,XLRE,MDY,RF,0.65,0.02,0.5293545136362251,-1,-0.003907686395512035,0.002907686395512035
HLI,2025-05-30,SPY,XLF,MDY,RF,0.625,0.04,0.5330650556649181,-1,-0.0032257873579218106,0.0022257873579218106
ENSG,2025-05-30,SPY,XLV,MDY,LR,0.55,0.08,0.74409688006959,1,0.0026314219662704895,0.0016314219662704895
TNL,2025-05-30,SPY,XLI,MDY,LR,0.6,0.02,0.5690915976835386,-1,-0.002311644411771341,0.0013116444117713408
UAA,2025-05-30,SPY,XLB,MDY,LR,0.575,0.02,0.555391448030642,0,-0.044295429971655906,-0.0
RGA,2025-05-30,SPY,XLF,MDY,RF,0.55,0.1,0.5239534958672483,0,-0.002914731944703871,-0.0
QLYS,2025-05-30,SPY,XLY,,LR,0.575,0.06,0.5518283934797862,0,0.008963174085174322,0.0
KBR,2025-05-30,SPY,XLI,MDY,RF,0.55,0.1,0.5119352427841468,0,-0.023800689616826826,-0.0
FAF,2025-05-30,SPY,XLRE,MDY,LR,0.65,0.02,0.6584406790774696,0,-0.016387208848748145,-0.0
IRT,2025-05-30,SPY,XLRE,MDY,LR,0.65,0.1,0.5881029128550127,0,-0.011625355411545253,-0.0
AXTA,2025-05-30,SPY,XLB,MDY,LR,0.65,0.04,0.6229785104804544,0,-0.02015232042399436,-0.0
BRX,2025-05-30,SPY,XLRE,MDY,LR,0.625,0.1,0.5371373821761758,0,-0.01396077084519453,-0.0
BWXT,2025-05-30,SPY,XLI,MDY,RF,0.575,0.1,0.5695438621717036,0,0.0006995491964656767,0.0
CG,2025-05-30,SPY,XLI,MDY,LR,0.65,0.1,0.558985930491098,0,-0.008197994582450113,-0.0
CNH,2025-05-30,SPY,XLB,MDY,LR,0.625,0.1,0.6110254753604817,0,-0.021771466243541693,-0.0
CROX,2025-05-30,SPY,XLY,MDY,LR,0.625,0.06,0.6665463427021501,0,-0.013163379615144404,-0.0
MUSA,2025-05-30,SPY,XLP,MDY,LR,0.575,0.08,0.6016648099638071,0,-0.005136947057029522,-0.0
GWRE,2025-05-30,SPY,XLK,,RF,0.55,0.08,0.5344593125725547,0,-0.009589267602160079,-0.0
WU,2025-05-30,SPY,XLB,,LR,0.6,0.08,0.6574063708410519,0,-0.009944993235337669,-0.0
MTSI,2025-05-30,SPY,XLK,,LR,0.625,0.1,0.5327394308467847,0,-0.0038724725902788085,-0.0
MASI,2025-05-30,SPY,XLI,,LR,0.575,0.06,0.6140252183548041,0,0.009750840547141601,0.0
LOPE,2025-05-30,SPY,XLF,MDY,RF,0.55,0.08,0.536285473441621,0,0.011110020832433731,0.0
OLLI,2025-05-30,SPY,XLY,MDY,RF,0.625,0.08,0.48461241364348134,-1,-0.0005473701865359497,-0.0004526298134640503
CELH,2025-05-30,SPY,XLY,,RF,0.6,0.1,0.44663287847421,-1,-0.0004937726549068776,-0.0005062273450931224
PRI,2025-05-30,SPY,XLF,MDY,RF,0.65,0.02,0.5328081196277444,-1,-0.00019781797278922556,-0.0008021820272107745
POR,2025-05-30,SPY,XLU,,RF,0.6,0.04,0.49953398057340126,-1,0.00016447782745237583,-0.0011644778274523758
ALLY,2025-05-30,SPY,XLF,MDY,RF,0.6,0.08,0.49598186914075176,-1,0.001039809335009773,-0.002039809335009773
NSA,2025-05-30,SPY,XLRE,MDY,RF,0.6,0.1,0.48103756437988865,-1,0.0019612965662869275,-0.0029612965662869275
CVLT,2025-05-30,SPY,XLK,MDY,LR,0.625,0.04,0.4721436146347036,-1,0.0050980020017360765,-0.0060980020017360765
EXLS,2025-05-30,SPY,XLI,,LR,0.575,0.08,0.7430638418393594,1,-0.005202275878118013,-0.006202275878118013
STAG,2025-05-30,SPY,XLRE,MDY,RF,0.625,0.04,0.5616046260754808,-1,0.006834983420347855,-0.007834983420347854
AR,2025-05-30,SPY,XLE,MDY,LR,0.625,0.08,0.4245828433632881,-1,0.010180319075157027,-0.011180319075157027
BURL,2025-05-30,SPY,XLY,MDY,LR,0.6,0.02,0.5703004951418159,-1,0.01200865244170392,-0.013008652441703919
LNTH,2025-05-30,SPY,XLB,MDY,RF,0.625,0.02,0.4786263271338357,-1,0.013437225642075673,-0.014437225642075672
WING,2025-05-30,SPY,XLY,,LR,0.575,0.06,0.39207161467119434,-1,0.01454224535994113,-0.015542245359941129
HQY,2025-05-30,SPY,XLF,MDY,RF,0.575,0.04,0.5167608730143324,-1,0.016630862787498254,-0.017630862787498255
IRDM,2025-05-30,SPY,XLI,IJR,RF,0.6,0.02,0.5312158108512391,-1,0.018078973965128434,-0.019078973965128435
SATS,2025-05-30,SPY,XLF,MDY,RF,0.65,0.08,0.503015853326437,-1,0.02113394573192618,-0.02213394573192618
PLNT,2025-05-30,SPY,XLI,MDY,LR,0.575,0.02,0.4874291396745215,-1,0.021721856274298606,-0.022721856274298607
LITE,2025-05-30,SPY,XLK,,RF,0.55,0.04,0.4992069154753047,-1,0.023009229256488614,-0.024009229256488615
SFM,2025-05-30,SPY,XLI,,RF,0.55,0.08,0.4580034902838318,-1,0.03598303593028311,-0.03698303593028311
