Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
PBF,2025-04-30,SPY,XLE,MDY,RF,0.65,0.08,0.44493461102582477,-1,-0.052177838585248194,0.05117783858524819
CVLT,2025-04-30,SPY,XLK,MDY,LR,0.625,0.04,0.4708559917333876,-1,-0.040906884212791254,0.039906884212791253
ST,2025-04-30,SPY,XLI,MDY,LR,0.65,0.02,0.542301219587938,-1,-0.03763008764485755,0.03663008764485755
FIVE,2025-04-30,SPY,XLY,MDY,LR,0.65,0.02,0.45860181256491384,-1,-0.035622916454230005,0.034622916454230004
ARMK,2025-04-30,SPY,XLI,MDY,LR,0.65,0.02,0.5913233050557528,-1,-0.02988626975908477,0.02888626975908477
G,2025-04-30,SPY,XLI,,RF,0.65,0.08,0.3929836414872679,-1,-0.029694537518809037,0.028694537518809037
GMED,2025-04-30,SPY,XLI,MDY,LR,0.625,0.02,0.5513296760287639,-1,-0.02782229385647435,0.02682229385647435
WING,2025-04-30,SPY,XLY,,RF,0.55,0.1,0.36961982051916115,-1,-0.026707845423659667,0.025707845423659666
AR,2025-04-30,SPY,XLE,MDY,RF,0.575,0.04,0.4664240589484767,-1,-0.025101957121431775,0.024101957121431775
IRT,2025-04-30,SPY,XLRE,MDY,LR,0.6,0.02,0.5651770114339765,-1,-0.02500149730370514,0.024001497303705138
OC,2025-04-30,SPY,XLI,MDY,LR,0.575,0.1,0.3659184950075749,-1,-0.021887380645964724,0.020887380645964723
GLPI,2025-04-30,SPY,XLRE,MDY,LR,0.625,0.06,0.5255035172204349,-1,-0.021397379956574415,0.020397379956574414
IRDM,2025-04-30,SPY,XLI,IJR,RF,0.6,0.04,0.5062806766015153,-1,-0.02119642978156905,0.020196429781569047
CG,2025-04-30,SPY,XLI,MDY,LR,0.65,0.06,0.5537085117014949,-1,-0.020355088262489586,0.019355088262489585
VOYA,2025-04-30,SPY,XLF,MDY,LR,0.575,0.02,0.35620946325562886,-1,-0.019038531908060964,0.018038531908060963
TRU,2025-04-30,SPY,XLI,,RF,0.6,0.06,0.47199625852892096,-1,-0.01839583206959603,0.01739583206959603
GWRE,2025-04-30,SPY,XLK,,LR,0.55,0.02,0.45184359944955177,-1,-0.018254500841549264,0.017254500841549263
FBIN,2025-04-30,SPY,XLB,MDY,LR,0.65,0.02,0.5362794673122394,-1,-0.0181033582358223,0.017103358235822298
EVR,2025-04-30,SPY,XLF,MDY,RF,0.6,0.04,0.5016802502361826,-1,-0.01773631456543981,0.016736314565439808
POR,2025-04-30,SPY,XLU,,RF,0.6,0.02,0.49938877703436957,-1,-0.01720209919836385,0.01620209919836385
STWD,2025-04-30,SPY,XLRE,MDY,RF,0.55,0.02,0.4863775608870701,-1,-0.01635282590330848,0.01535282590330848
AXTA,2025-04-30,SPY,XLB,MDY,LR,0.65,0.04,0.5255401361340608,-1,-0.013616675243766137,0.012616675243766137
COTY,2025-04-30,SPY,XLB,MDY,RF,0.55,0.04,0.4707325720702634,-1,-0.013547482165464315,0.012547482165464315
PEN,2025-04-30,SPY,XLY,,LR,0.575,0.02,0.4565813311414221,-1,-0.013453261338087958,0.012453261338087957
ENSG,2025-04-30,SPY,XLV,MDY,LR,0.55,0.1,0.6932785493079809,1,0.013446301691097607,0.012446301691097606
REXR,2025-04-30,SPY,XLRE,MDY,RF,0.65,0.02,0.48352402702384756,-1,-0.013181452206189513,0.012181452206189512
OGS,2025-04-30,SPY,XLU,MDY,RF,0.65,0.08,0.5360237209388444,-1,-0.012885441819392647,0.011885441819392648
APPF,2025-04-30,SPY,XLI,,LR,0.575,0.1,0.3714036176689786,-1,-0.012219630832623434,0.011219630832623433
STAG,2025-04-30,SPY,XLRE,MDY,RF,0.6,0.02,0.5045750521390546,-1,-0.010519972686763659,0.009519972686763658
PLNT,2025-04-30,SPY,XLI,MDY,LR,0.575,0.02,0.37385809557666966,-1,-0.009681662078207719,0.008681662078207718
OLLI,2025-04-30,SPY,XLY,MDY,RF,0.6,0.08,0.4658468727240057,-1,-0.00824563950079283,0.00724563950079283
WMS,2025-04-30,SPY,XLB,MDY,LR,0.65,0.02,0.4105226745815122,-1,-0.0073456573762856105,0.0063456573762856105
BURL,2025-04-30,SPY,XLY,MDY,LR,0.625,0.04,0.5447188096538336,-1,-0.005411153970885229,0.004411153970885229
NWE,2025-04-30,SPY,XLU,MDY,RF,0.625,0.02,0.5052712729347193,-1,-0.005199909314915355,0.004199909314915355
VC,2025-04-30,SPY,XLB,MDY,RF,0.65,0.08,0.5518160776218788,-1,-0.004892795758702367,0.0038927957587023667
