Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
JAZZ,2024-08-30,QQQ,XLV,,LR,0.625,0.02,0.5566104090199623,-1,-0.05481570259514562,0.05381570259514562
RGA,2024-08-30,QQQ,XLF,MDY,LR,0.575,0.1,0.7006520873763276,1,0.034498391930156094,0.03349839193015609
LOPE,2024-08-30,QQQ,XLF,MDY,LR,0.55,0.1,0.7041416440039218,1,0.015716886335735994,0.014716886335735993
BRX,2024-08-30,QQQ,XLRE,MDY,LR,0.65,0.02,0.7159804547882339,1,0.014119713255385613,0.013119713255385614
MASI,2024-08-30,QQQ,XLI,,RF,0.625,0.02,0.5113701726613501,-1,-0.00902268455371982,0.008022684553719819
MUSA,2024-08-30,QQQ,XLP,MDY,LR,0.55,0.06,0.6505612511543026,1,0.0043356475714782725,0.0033356475714782724
AMH,2024-08-30,QQQ,XLRE,,RF,0.575,0.02,0.4271162432474338,-1,-0.001301612754660503,0.00030161275466050307
ACM,2024-08-30,QQQ,XLI,MDY,LR,0.575,0.02,0.5675804700027927,0,0.053031812803817024,0.0
OLLI,2024-08-30,QQQ,XLY,MDY,LR,0.55,0.08,0.5546189238096401,0,0.04677185516064419,0.0
ALLY,2024-08-30,QQQ,XLF,MDY,RF,0.55,0.1,0.55161878202267,0,0.03164871540849684,0.0
LEA,2024-08-30,QQQ,XLB,MDY,RF,0.575,0.08,0.49630865998614276,0,0.050543414755560886,0.0
NSA,2024-08-30,QQQ,XLRE,MDY,LR,0.65,0.1,0.6326440911069771,0,0.011498495530963528,0.0
OC,2024-08-30,QQQ,XLI,MDY,RF,0.575,0.1,0.5042913833413264,0,0.0513284894686066,0.0
POST,2024-08-30,QQQ,XLP,MDY,LR,0.625,0.1,0.611623110179546,0,0.010107634835988526,0.0
PEN,2024-08-30,QQQ,XLY,,RF,0.55,0.06,0.5056418422586855,0,0.020473462542207433,0.0
FNF,2024-08-30,QQQ,XLF,MDY,LR,0.575,0.1,0.6495467729294979,0,0.031112065477267,0.0
RH,2024-08-30,QQQ,XLY,MDY,RF,0.6,0.1,0.5366424238239526,0,0.10563924190151214,0.0
SFM,2024-08-30,QQQ,XLI,,RF,0.55,0.1,0.5116097027705837,0,-0.006350403659789568,-0.0
STWD,2024-08-30,QQQ,XLRE,MDY,LR,0.625,0.1,0.6402002918251202,0,0.013632915808102976,0.0
UAA,2024-08-30,QQQ,XLB,MDY,LR,0.625,0.04,0.588970250118399,0,0.14641256613227327,0.0
VC,2024-08-30,QQQ,XLB,MDY,RF,0.575,0.04,0.5517288456246361,0,0.061973077141554214,0.0
VNOM,2024-08-30,QQQ,XLE,MDY,RF,0.55,0.1,0.5899408423433017,0,0.041624874509052806,0.0
WING,2024-08-30,QQQ,XLY,,LR,0.55,0.1,0.5368862302167989,0,0.006614513252076954,0.0
HQY,2024-08-30,QQQ,XLF,MDY,RF,0.55,0.1,0.5030603560225223,0,0.05184275843323079,0.0
KBR,2024-08-30,QQQ,XLI,MDY,LR,0.55,0.1,0.6029315295035328,0,0.020775712084944498,0.0
WU,2024-08-30,QQQ,XLB,,RF,0.55,0.1,0.49674676997358447,0,0.00803235268667713,0.0
AXTA,2024-08-30,QQQ,XLB,MDY,LR,0.65,0.02,0.6474868588892037,0,0.04197021258309197,0.0
CVLT,2024-08-30,QQQ,XLK,MDY,RF,0.55,0.1,0.5000727749241399,0,0.02583242951904401,0.0
ENSG,2024-08-30,QQQ,XLV,MDY,LR,0.6,0.1,0.6586234831350307,0,0.007619975583406484,0.0
CHRD,2024-08-30,QQQ,XLE,,LR,0.55,0.08,0.5967045680440963,0,-0.008142387681700856,-0.0
CPRI,2024-08-30,QQQ,XLB,MDY,RF,0.55,0.1,0.5452871626996669,0,0.057506089815023184,0.0
BLD,2024-08-30,QQQ,XLB,MDY,RF,0.55,0.08,0.5255306355201897,0,0.069509180032036,0.0
CROX,2024-08-30,QQQ,XLY,MDY,RF,0.55,0.1,0.5214970164733331,0,0.02703879556249708,0.0
AVAV,2024-08-30,QQQ,XLI,IJR,LR,0.575,0.06,0.6314204368528082,0,0.01685860461637782,0.0
ARMK,2024-08-30,QQQ,XLI,MDY,RF,0.625,0.04,0.5886545310380391,0,0.038270097422217174,0.0
CELH,2024-08-30,QQQ,XLY,,LR,0.625,0.04,0.52230717765556,-1,-9.595161601074279e-05,-0.0009040483839892572
IRT,2024-08-30,QQQ,XLRE,MDY,LR,0.625,0.02,0.5939940367573602,-1,0.002680023993435165,-0.003680023993435165
POR,2024-08-30,QQQ,XLU,,RF,0.65,0.02,0.434599168754989,-1,0.005575023546652101,-0.006575023546652101
EXLS,2024-08-30,QQQ,XLI,,RF,0.625,0.04,0.46123987566884295,-1,0.006268120872670247,-0.007268120872670247
QLYS,2024-08-30,QQQ,XLY,,LR,0.65,0.04,0.6081008728719055,-1,0.006623672083278109,-0.007623672083278109
NWE,2024-08-30,QQQ,XLU,MDY,RF,0.65,0.02,0.5837798797354857,-1,0.009449494046521517,-0.010449494046521516
G,2024-08-30,QQQ,XLI,,RF,0.575,0.06,0.512305727088524,-1,0.010189978492800523,-0.011189978492800522
GLPI,2024-08-30,QQQ,XLRE,MDY,RF,0.625,0.02,0.5738847467625573,-1,0.010194824724391077,-0.011194824724391077
HLI,2024-08-30,QQQ,XLF,MDY,RF,0.65,0.02,0.5715355725551458,-1,0.012015269253497647,-0.013015269253497646
MTSI,2024-08-30,QQQ,XLK,,LR,0.55,0.02,0.6347878928831344,1,-0.01324186762866729,-0.01424186762866729
PCTY,2024-08-30,QQQ,XLY,,RF,0.65,0.08,0.5118282833781397,-1,0.013663524800991474,-0.014663524800991475
STAG,2024-08-30,QQQ,XLRE,MDY,RF,0.625,0.04,0.559837811981787,-1,0.015030167271757667,-0.016030167271757666
GWRE,2024-08-30,QQQ,XLK,,RF,0.575,0.04,0.5162379835958453,-1,0.01512388720002239,-0.01612388720002239
FAF,2024-08-30,QQQ,XLRE,MDY,RF,0.65,0.02,0.573170482858422,-1,0.016715506192158915,-0.017715506192158916
FN,2024-08-30,QQQ,XLK,,LR,0.625,0.04,0.48364542042840736,-1,0.019450157447473665,-0.020450157447473666
OGS,2024-08-30,QQQ,XLU,MDY,RF,0.625,0.08,0.5365046085762165,-1,0.01979734447503539,-0.020797344475035392
PRI,2024-08-30,QQQ,XLF,MDY,RF,0.625,0.02,0.5460528958496105,-1,0.021163641267528628,-0.02216364126752863
APPF,2024-08-30,QQQ,XLI,,LR,0.625,0.02,0.5955617775744231,-1,0.022743684887624363,-0.023743684887624364
MTDR,2024-08-30,QQQ,XLE,MDY,RF,0.65,0.02,0.6025435265323562,-1,0.024232606124812664,-0.025232606124812665
