Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
VST,2024-10-31,SPY,XLK,,RF,0.575,0.1,0.43690662732796065,-1,-0.05640554384933304,0.055405543849333036
CEG,2024-10-31,SPY,XLK,,LR,0.65,0.1,0.48040265221638306,-1,-0.028653476922090484,0.027653476922090484
XYZ,2024-10-31,SPY,XLY,,LR,0.575,0.1,0.3957216841953575,-1,-0.02864110654346267,0.02764110654346267
TTD,2024-10-31,SPY,XLY,,RF,0.575,0.02,0.4815966890431461,-1,-0.025005980735528458,0.024005980735528457
DASH,2024-10-31,SPY,XLY,,RF,0.6,0.02,0.4559772342403259,-1,-0.021404503755492264,0.020404503755492263
EXE,2024-10-31,SPY,XLE,MDY,RF,0.575,0.1,0.38976796153586046,-1,-0.015393812186022498,0.014393812186022498
PLTR,2024-10-31,SPY,XLY,,RF,0.55,0.04,0.4192919290845444,-1,-0.013107650859945079,0.012107650859945078
CARR,2024-10-31,SPY,XLI,MDY,LR,0.65,0.02,0.3710624124662363,-1,-0.011989264682387011,0.01098926468238701
DOW,2024-10-31,SPY,XLB,MDY,RF,0.625,0.02,0.55119159850107,-1,-0.010339093185528203,0.009339093185528204
LW,2024-10-31,SPY,XLV,MDY,RF,0.6,0.02,0.5373848959870249,-1,-0.00938854360759062,0.008388543607590618
FTV,2024-10-31,SPY,XLI,MDY,RF,0.65,0.06,0.5658451457535133,-1,-0.009243805338384805,0.008243805338384806
MRNA,2024-10-31,SPY,XLV,,LR,0.55,0.04,0.23452777208247272,-1,-0.007136904409985809,0.006136904409985809
GEHC,2024-10-31,SPY,XLB,,RF,0.65,0.08,0.5387446804538203,-1,-0.006435096586682372,0.005435096586682372
FOXA,2024-10-31,SPY,XLF,MDY,RF,0.65,0.02,0.4166535291314073,-1,-0.004849999134582253,0.003849999134582253
UBER,2024-10-31,SPY,XLI,MDY,RF,0.575,0.02,0.6330201257978532,1,0.0038585638174366797,0.0028585638174366797
FOX,2024-10-31,SPY,XLF,MDY,LR,0.625,0.02,0.4636506497541617,-1,-0.003758586953439202,0.002758586953439202
CTVA,2024-10-31,SPY,XLB,MDY,RF,0.625,0.02,0.5177799512981431,-1,-0.0031272021573603773,0.0021272021573603772
IR,2024-10-31,SPY,XLI,MDY,RF,0.55,0.1,0.5005193492406866,0,-0.030486850832843217,-0.0
DDOG,2024-10-31,SPY,XLK,,RF,0.55,0.04,0.5401317775810722,0,-0.027900045471984533,-0.0
COIN,2024-10-31,SPY,XLY,,LR,0.6,0.1,0.5361382613025063,0,-0.03223528860302099,-0.0
VICI,2024-10-31,SPY,XLRE,MDY,LR,0.6,0.1,0.6501442452037076,0,-0.003835489333462041,-0.0
ABNB,2024-10-31,SPY,XLY,,RF,0.55,0.1,0.5034556340399388,0,-0.006610467226272145,-0.0
HWM,2024-10-31,SPY,XLI,MDY,RF,0.55,0.02,0.552870810525535,0,-0.003832172602890325,-0.0
HPE,2024-10-31,SPY,XLK,MDY,LR,0.65,0.02,0.652944853720747,0,0.014825541764505902,0.0
HOOD,2024-10-31,SPY,XLY,,RF,0.55,0.04,0.5253987418727203,0,-0.015382559666323186,-0.0
APP,2024-10-31,SPY,XLC,,RF,0.575,0.02,0.5592203783202874,0,-0.049742792359411744,-0.0
INVH,2024-10-31,SPY,XLRE,MDY,RF,0.625,0.02,0.5207405122047796,-1,0.0052398803754601896,-0.00623988037546019
CRWD,2024-10-31,SPY,XLK,,LR,0.65,0.06,0.42844573825909515,-1,0.007139175068462041,-0.00813917506846204
OTIS,2024-10-31,SPY,XLI,MDY,LR,0.55,0.02,0.20033820197060218,-1,0.00775122898404626,-0.008751228984046261
DELL,2024-10-31,SPY,XLK,,LR,0.575,0.02,0.5122750413911066,-1,0.03927777067338254,-0.04027777067338254
DAY,2024-10-31,SPY,XLY,,RF,0.6,0.02,0.508186358924225,-1,0.04821484911266449,-0.049214849112664494
