Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL,Suite,SignalDate
LGIH,2024-04-30,SPY,XLB,MDY,RF,0.65,0.02,0.587847288988077,-1,-0.008913214653610656,0.007913214653610657,SPY,2024-04-30
AAMI,2024-04-30,SPY,XLF,MDY,RF,0.55,0.04,0.596072094905259,1,0.008890328597060676,0.007890328597060677,SPY,2024-04-30
ENVA,2024-04-30,SPY,XLF,IJR,LR,0.575,0.02,0.6301221855923577,1,0.008682683662058327,0.007682683662058327,SPY,2024-04-30
BCC,2024-04-30,SPY,XLI,MDY,RF,0.55,0.02,0.5706717505827317,1,0.007772066146996938,0.006772066146996938,SPY,2024-04-30
CCS,2024-04-30,SPY,XLB,MDY,LR,0.55,0.02,0.5747115068464975,1,0.006578165369321442,0.005578165369321442,SPY,2024-04-30
NOG,2024-04-30,SPY,XLE,MDY,RF,0.625,0.02,0.503914388819645,-1,-0.004528197904330164,0.003528197904330164,SPY,2024-04-30
GNL,2024-04-30,SPY,XLRE,MDY,RF,0.65,0.02,0.5850613499888129,-1,-0.0031871762806711507,0.0021871762806711507,SPY,2024-04-30
HBI,2024-04-30,SPY,XLB,MDY,RF,0.6,0.02,0.5144357940735454,-1,-0.003082810882196297,0.002082810882196297,SPY,2024-04-30
ENR,2024-04-30,SPY,XLB,MDY,RF,0.65,0.02,0.5153720092140139,-1,-0.0016870524994631133,0.0006870524994631133,SPY,2024-04-30
KOP,2024-04-30,SPY,XLB,MDY,RF,0.55,0.1,0.5039335436107568,0,0.017071623457551217,0.0,SPY,2024-04-30
MARA,2024-04-30,SPY,XLY,,RF,0.55,0.1,0.5472084459970279,0,0.03141488164736159,0.0,SPY,2024-04-30
LQDT,2024-04-30,SPY,XLI,IJR,LR,0.55,0.06,0.5504224475826702,0,0.010848757490805938,0.0,SPY,2024-04-30
AMPH,2024-04-30,SPY,XLV,IJR,RF,0.55,0.08,0.5262418214387924,0,0.017092910014581842,0.0,SPY,2024-04-30
SPSC,2024-04-30,SPY,XLY,IJR,LR,0.575,0.06,0.5317207676121541,0,0.03996564509693857,0.0,SPY,2024-04-30
AMSF,2024-04-30,SPY,XLF,IJR,RF,0.55,0.1,0.5592234265593986,0,0.022348347065924323,0.0,SPY,2024-04-30
AAT,2024-04-30,SPY,XLRE,MDY,RF,0.575,0.08,0.587742170516812,0,0.00590832720942999,0.0,SPY,2024-04-30
KN,2024-04-30,SPY,XLI,MDY,RF,0.65,0.08,0.6298739809156648,0,0.004150890954541635,0.0,SPY,2024-04-30
MMI,2024-04-30,SPY,XLRE,MDY,LR,0.55,0.1,0.48519014619682405,0,-0.003925638909925727,-0.0,SPY,2024-04-30
KALU,2024-04-30,SPY,XLB,MDY,LR,0.625,0.02,0.6200908937088908,0,0.010206637157064324,0.0,SPY,2024-04-30
INN,2024-04-30,SPY,XLI,MDY,RF,0.65,0.08,0.586219789081514,0,0.017588183674442807,0.0,SPY,2024-04-30
WSR,2024-04-30,SPY,XLRE,IJR,LR,0.6,0.04,0.6279987157183904,0,0.011183342789788922,0.0,SPY,2024-04-30
HASI,2024-04-30,SPY,XLRE,MDY,LR,0.575,0.08,0.5065280159590343,0,-0.02015131758406341,-0.0,SPY,2024-04-30
SPNT,2024-04-30,SPY,XLF,MDY,RF,0.55,0.1,0.47968453226867863,0,0.029653759457026658,0.0,SPY,2024-04-30
AWI,2024-04-30,SPY,XLI,MDY,RF,0.55,0.06,0.5251068607660566,0,-0.0021199059070211987,-0.0,SPY,2024-04-30
MSGS,2024-04-30,SPY,XLI,MDY,RF,0.575,0.08,0.5597012225872103,0,0.0022757035225686533,0.0,SPY,2024-04-30
PAHC,2024-04-30,SPY,XLI,IJR,RF,0.55,0.08,0.5457791233890107,0,-0.017334724814379535,-0.0,SPY,2024-04-30
PMT,2024-04-30,SPY,XLRE,MDY,RF,0.575,0.02,0.5860001259442964,0,0.03629845758498833,0.0,SPY,2024-04-30
PLAY,2024-04-30,SPY,XLI,MDY,LR,0.6,0.1,0.6371639644168988,0,-0.012030027125361163,-0.0,SPY,2024-04-30
PJT,2024-04-30,SPY,XLF,MDY,LR,0.575,0.06,0.5703449674334953,0,-0.008201772488404594,-0.0,SPY,2024-04-30
QRVO,2024-04-30,SPY,XLK,,RF,0.575,0.06,0.5427996558317786,0,-0.022857802956262226,-0.0,SPY,2024-04-30
PEB,2024-04-30,SPY,XLI,MDY,RF,0.55,0.1,0.5173753740286429,0,-0.006723164146063675,-0.0,SPY,2024-04-30
PARR,2024-04-30,SPY,XLE,MDY,RF,0.575,0.1,0.547478028573354,0,0.012849742048075614,0.0,SPY,2024-04-30
AL,2024-04-30,SPY,XLI,MDY,LR,0.55,0.1,0.4666770103341757,0,0.0052462009502421535,0.0,SPY,2024-04-30
SHAK,2024-04-30,SPY,XLY,MDY,RF,0.575,0.08,0.5585885399729291,0,-0.008935658102400063,-0.0,SPY,2024-04-30
NXRT,2024-04-30,SPY,XLRE,MDY,LR,0.65,0.1,0.5914845706091176,0,-0.0033376988779335124,-0.0,SPY,2024-04-30
ALEX,2024-04-30,SPY,XLRE,MDY,RF,0.625,0.06,0.5763365673153031,0,0.001087496178681288,0.0,SPY,2024-04-30
NBHC,2024-04-30,SPY,XLF,IJR,LR,0.65,0.04,0.6264816951502596,0,0.019924512798829685,0.0,SPY,2024-04-30
ALGT,2024-04-30,SPY,XLI,MDY,LR,0.6,0.02,0.5835429986005303,0,-0.009669318191687301,-0.0,SPY,2024-04-30
MYRG,2024-04-30,SPY,XLI,IJR,RF,0.55,0.04,0.5216245891289172,0,-0.0011377793243619472,-0.0,SPY,2024-04-30
ALRM,2024-04-30,SPY,XLY,,RF,0.6,0.04,0.5649052863828202,0,0.01618884729705971,0.0,SPY,2024-04-30
MTUS,2024-04-30,SPY,XLB,IJR,RF,0.575,0.1,0.5328977718064474,0,-0.008361799621553668,-0.0,SPY,2024-04-30
GRBK,2024-04-30,SPY,XLB,MDY,LR,0.6,0.1,0.6278887589370847,0,0.014410066856068384,0.0,SPY,2024-04-30
VRTS,2024-04-30,SPY,XLF,MDY,LR,0.55,0.1,0.5016291409067685,0,0.006049609547640616,0.0,SPY,2024-04-30
TFIN,2024-04-30,SPY,XLF,IJR,RF,0.65,0.08,0.588207206918701,0,0.023118755788379425,0.0,SPY,2024-04-30
GKOS,2024-04-30,SPY,XLY,,RF,0.55,0.02,0.5328457916434463,0,0.03873003617541601,0.0,SPY,2024-04-30
ASTH,2024-04-30,SPY,XLB,,LR,0.55,0.1,0.5311006218341046,0,0.0005883676483652289,0.0,SPY,2024-04-30
CVI,2024-04-30,SPY,XLE,MDY,LR,0.575,0.1,0.5856290239522228,0,-0.01102946793652091,-0.0,SPY,2024-04-30
CTRE,2024-04-30,SPY,XLRE,MDY,RF,0.575,0.1,0.49086671522783887,0,0.009925720060596072,0.0,SPY,2024-04-30
CSW,2024-04-30,SPY,XLI,MDY,RF,0.575,0.08,0.6486150899311842,0,0.01811807213792622,0.0,SPY,2024-04-30
CPRX,2024-04-30,SPY,XLV,,RF,0.55,0.1,0.4806691955350448,0,0.012538439400754175,0.0,SPY,2024-04-30
COLL,2024-04-30,SPY,XLB,MDY,LR,0.575,0.06,0.6262958946055709,0,0.01982068069046238,0.0,SPY,2024-04-30
CNK,2024-04-30,SPY,XLB,IJR,RF,0.55,0.08,0.5377053880457926,0,0.011831721369534332,0.0,SPY,2024-04-30
TGTX,2024-04-30,SPY,XLRE,,LR,0.55,0.1,0.6132404506483728,0,0.16445613740851264,0.0,SPY,2024-04-30
TPH,2024-04-30,SPY,XLB,MDY,RF,0.6,0.1,0.5420159585662836,0,0.01324137190684527,0.0,SPY,2024-04-30
ATEN,2024-04-30,SPY,XLI,MDY,RF,0.575,0.08,0.6117245938235936,0,0.18187806922811936,0.0,SPY,2024-04-30
TRNO,2024-04-30,SPY,XLRE,MDY,RF,0.625,0.02,0.6186473294427721,0,0.0005024996127246909,0.0,SPY,2024-04-30
TWO,2024-04-30,SPY,XLRE,MDY,RF,0.625,0.1,0.5797826554353623,0,0.009287942056949461,0.0,SPY,2024-04-30
VBTX,2024-04-30,SPY,XLF,IJR,RF,0.625,0.02,0.6283724425671425,0,0.024361250185881596,0.0,SPY,2024-04-30
UNIT,2024-04-30,SPY,XLRE,MDY,LR,0.55,0.1,0.5488985383669184,0,0.012820597108690332,0.0,SPY,2024-04-30
CZR,2024-04-30,SPY,XLB,MDY,RF,0.55,0.02,0.5673522762146781,0,0.010718338167847515,0.0,SPY,2024-04-30
PRKS,2024-04-30,SPY,XLI,MDY,RF,0.6,0.06,0.6344536809710172,0,-0.0308673448117712,-0.0,SPY,2024-04-30
DEI,2024-04-30,SPY,XLRE,MDY,RF,0.6,0.04,0.6015045995305337,0,-0.0176991661487211,-0.0,SPY,2024-04-30
FRPT,2024-04-30,SPY,XLI,,RF,0.6,0.1,0.509450198541004,0,0.0008978345419656431,0.0,SPY,2024-04-30
TDC,2024-04-30,SPY,XLY,,RF,0.55,0.08,0.5386755676389757,0,0.020354059124677262,0.0,SPY,2024-04-30
FOXF,2024-04-30,SPY,XLI,MDY,RF,0.625,0.02,0.6092355026541102,0,0.006827605337519445,0.0,SPY,2024-04-30
EIG,2024-04-30,SPY,XLF,IJR,LR,0.55,0.1,0.6110758214744569,0,0.011148593957702617,0.0,SPY,2024-04-30
QNST,2024-04-30,SPY,XLF,MDY,RF,0.6,0.1,0.5177626066467209,0,-0.010769263196051107,-0.0,SPY,2024-04-30
WD,2024-04-30,SPY,XLRE,IJR,RF,0.6,0.08,0.6297200139507781,0,0.011918497888666998,0.0,SPY,2024-04-30
JBTM,2024-04-30,SPY,XLI,IJR,LR,0.65,0.06,0.4667856970647269,-1,0.0006305927686504282,-0.0016305927686504282,SPY,2024-04-30
ENOV,2024-04-30,SPY,XLB,MDY,RF,0.625,0.08,0.48144942672416,-1,0.000785013855642062,-0.001785013855642062,SPY,2024-04-30
HCI,2024-04-30,SPY,XLF,MDY,RF,0.65,0.02,0.4559725807831741,-1,0.0012036737439691458,-0.0022036737439691456,SPY,2024-04-30
SSTK,2024-04-30,SPY,XLY,IJR,LR,0.575,0.04,0.35715337273741016,-1,0.001900939978377746,-0.002900939978377746,SPY,2024-04-30
CABO,2024-04-30,SPY,XLC,,RF,0.65,0.1,0.3891851347762099,-1,0.0024222461412686178,-0.0034222461412686178,SPY,2024-04-30
SUPN,2024-04-30,SPY,XLF,MDY,LR,0.575,0.1,0.46890244607323944,-1,0.002576318854542003,-0.003576318854542003,SPY,2024-04-30
TRIP,2024-04-30,SPY,XLY,MDY,RF,0.625,0.02,0.5527810449291071,-1,0.0027589283974804786,-0.0037589283974804786,SPY,2024-04-30
GOGO,2024-04-30,SPY,XLI,IJR,RF,0.65,0.02,0.5897741173327151,-1,0.0036386713072580077,-0.004638671307258008,SPY,2024-04-30
APAM,2024-04-30,SPY,XLI,MDY,RF,0.65,0.02,0.5496331046162879,-1,0.00414292615071575,-0.00514292615071575,SPY,2024-04-30
EVTC,2024-04-30,SPY,XLF,MDY,RF,0.65,0.04,0.5520666299770247,-1,0.004173512904425652,-0.005173512904425652,SPY,2024-04-30
LRN,2024-04-30,SPY,XLF,IJR,LR,0.55,0.08,0.6567527069518458,1,-0.004450443075649482,-0.005450443075649482,SPY,2024-04-30
ESI,2024-04-30,SPY,XLB,MDY,RF,0.625,0.02,0.5644505152362305,-1,0.004912599175299432,-0.005912599175299432,SPY,2024-04-30
COOP,2024-04-30,SPY,XLF,MDY,RF,0.55,0.1,0.44987233523032694,-1,0.0061371512344312535,-0.0071371512344312535,SPY,2024-04-30
XHR,2024-04-30,SPY,XLI,IJR,LR,0.6,0.06,0.49803156715233754,-1,0.008045880177950349,-0.009045880177950348,SPY,2024-04-30
CUBI,2024-04-30,SPY,XLF,IJR,RF,0.6,0.02,0.5402254958101905,-1,0.008404583434835463,-0.009404583434835464,SPY,2024-04-30
DNOW,2024-04-30,SPY,XLE,IJR,RF,0.6,0.04,0.5471376524034133,-1,0.008491026243688353,-0.009491026243688354,SPY,2024-04-30
ZWS,2024-04-30,SPY,XLI,MDY,RF,0.6,0.04,0.5134042129239312,-1,0.00890876234277278,-0.00990876234277278,SPY,2024-04-30
MWA,2024-04-30,SPY,XLI,MDY,LR,0.575,0.1,0.400311590146892,-1,0.009175139150439403,-0.010175139150439404,SPY,2024-04-30
PINC,2024-04-30,SPY,XLF,MDY,RF,0.65,0.02,0.5660121769541,-1,0.009865049381955836,-0.010865049381955837,SPY,2024-04-30
CENTA,2024-04-30,SPY,XLI,IJR,RF,0.625,0.1,0.4643802248568546,-1,0.00996504715921184,-0.01096504715921184,SPY,2024-04-30
APLE,2024-04-30,SPY,XLI,MDY,RF,0.65,0.02,0.6022363629929178,-1,0.010910123868602052,-0.011910123868602053,SPY,2024-04-30
PRLB,2024-04-30,SPY,XLI,IJR,LR,0.55,0.1,0.32405384930349407,-1,0.011629656203351907,-0.012629656203351908,SPY,2024-04-30
VIRT,2024-04-30,SPY,XLF,,RF,0.6,0.02,0.5170743441178577,-1,0.0129651209382924,-0.0139651209382924,SPY,2024-04-30
VTOL,2024-04-30,SPY,XLE,IJR,RF,0.65,0.06,0.5250670545717276,-1,0.01306693279735726,-0.01406693279735726,SPY,2024-04-30
TNDM,2024-04-30,SPY,XLK,,RF,0.65,0.1,0.49817726072869845,-1,0.0132391367752936,-0.0142391367752936,SPY,2024-04-30
YELP,2024-04-30,SPY,XLY,MDY,LR,0.6,0.1,0.40241962569382883,-1,0.01341335092028295,-0.014413350920282949,SPY,2024-04-30
RC,2024-04-30,SPY,XLB,MDY,RF,0.6,0.02,0.5413333195066895,-1,0.01384117152024619,-0.01484117152024619,SPY,2024-04-30
CALX,2024-04-30,SPY,XLY,MDY,RF,0.575,0.02,0.5541460801784185,-1,0.013862253464967002,-0.014862253464967001,SPY,2024-04-30
KW,2024-04-30,SPY,XLRE,IJR,RF,0.65,0.02,0.5484370566770648,-1,0.013993061310581218,-0.014993061310581219,SPY,2024-04-30
EFC,2024-04-30,SPY,XLRE,MDY,RF,0.65,0.1,0.48153380512938043,-1,0.016685269966820942,-0.017685269966820943,SPY,2024-04-30
UE,2024-04-30,SPY,XLRE,MDY,RF,0.65,0.02,0.5216952201972748,-1,0.01691412661090237,-0.01791412661090237,SPY,2024-04-30
BOX,2024-04-30,SPY,XLF,,RF,0.65,0.06,0.5059783379190896,-1,0.01844760946193865,-0.01944760946193865,SPY,2024-04-30
IBP,2024-04-30,SPY,XLB,MDY,LR,0.6,0.1,0.42513789294297044,-1,0.01903546499394756,-0.020035464993947563,SPY,2024-04-30
ETSY,2024-04-30,SPY,XLY,,RF,0.625,0.02,0.5636015114880513,-1,0.01991798632241505,-0.020917986322415053,SPY,2024-04-30
SFBS,2024-04-30,SPY,XLF,IJR,RF,0.65,0.04,0.6003688570858979,-1,0.020673161291007026,-0.021673161291007027,SPY,2024-04-30
SABR,2024-04-30,SPY,XLI,MDY,RF,0.6,0.02,0.543102813523626,-1,0.021181673574612137,-0.022181673574612138,SPY,2024-04-30
KAR,2024-04-30,SPY,XLI,MDY,LR,0.625,0.02,0.5638315002297494,-1,0.021432404665182415,-0.022432404665182416,SPY,2024-04-30
QTWO,2024-04-30,SPY,XLY,,LR,0.65,0.08,0.3461183591008519,-1,0.023805257832669173,-0.024805257832669174,SPY,2024-04-30
ADUS,2024-04-30,SPY,XLB,,RF,0.625,0.1,0.47620123027474165,-1,0.023954214117946588,-0.02495421411794659,SPY,2024-04-30
NMIH,2024-04-30,SPY,XLF,MDY,RF,0.625,0.02,0.5806247819426134,-1,0.026833299829810496,-0.027833299829810497,SPY,2024-04-30
PCRX,2024-04-30,SPY,XLF,MDY,RF,0.65,0.02,0.5506768325280131,-1,0.027455514811286545,-0.028455514811286546,SPY,2024-04-30
ARR,2024-04-30,SPY,XLRE,MDY,LR,0.575,0.04,0.4630584614092296,-1,0.027507969358765462,-0.028507969358765463,SPY,2024-04-30
NAVI,2024-04-30,SPY,XLF,MDY,RF,0.65,0.02,0.5539208455451547,-1,0.02915037415250434,-0.03015037415250434,SPY,2024-04-30
MC,2024-04-30,SPY,XLF,MDY,RF,0.6,0.02,0.568385980720462,-1,0.029220503983971587,-0.030220503983971587,SPY,2024-04-30
BOOT,2024-04-30,SPY,XLY,MDY,RF,0.575,0.02,0.6091809229671842,1,-0.031957579946662346,-0.032957579946662346,SPY,2024-04-30
BKU,2024-04-30,SPY,XLF,IJR,RF,0.55,0.02,0.5051267118995831,-1,0.0335080639333725,-0.0345080639333725,SPY,2024-04-30
AVNS,2024-04-30,SPY,XLB,MDY,RF,0.625,0.1,0.5022561627887204,-1,0.03453648890056693,-0.03553648890056693,SPY,2024-04-30
LMAT,2024-04-30,SPY,XLY,IJR,LR,0.65,0.08,0.5483778868889001,-1,0.03517674198292924,-0.03617674198292924,SPY,2024-04-30
AROC,2024-04-30,SPY,XLE,MDY,LR,0.625,0.1,0.4808231052690747,-1,0.03558201124930804,-0.036582011249308044,SPY,2024-04-30
OUT,2024-04-30,SPY,XLI,MDY,RF,0.65,0.02,0.5858834225575363,-1,0.03871491366144348,-0.03971491366144348,SPY,2024-04-30
VCYT,2024-04-30,SPY,XLY,MDY,RF,0.575,0.02,0.5517406118000592,-1,0.042075870503808274,-0.043075870503808275,SPY,2024-04-30
ANGI,2024-04-30,SPY,XLY,,LR,0.55,0.1,0.29625936105550393,-1,0.04875876798518956,-0.049758767985189564,SPY,2024-04-30
TRUP,2024-04-30,SPY,XLY,MDY,RF,0.65,0.02,0.5438112166522832,-1,0.05390020330408755,-0.05490020330408755,SPY,2024-04-30
CHEF,2024-04-30,SPY,XLI,MDY,LR,0.6,0.02,0.5726986566060055,-1,0.06127168317309377,-0.06227168317309377,SPY,2024-04-30
DAN,2024-04-30,SPY,XLI,MDY,RF,0.6,0.08,0.4842978334179234,-1,0.0745822422069121,-0.0755822422069121,SPY,2024-04-30
XNCR,2024-04-30,SPY,XLV,MDY,RF,0.55,0.02,0.5096933273363384,-1,0.1414752597726734,-0.1424752597726734,SPY,2024-04-30
TGTX,2024-04-30,QQQ,XLRE,,LR,0.575,0.02,0.6196563882656938,1,0.16420611718304476,0.16320611718304476,QQQ,2024-04-30
MXL,2024-04-30,QQQ,XLK,,LR,0.625,0.06,0.5587623462697308,-1,-0.06776414420429702,0.06676414420429702,QQQ,2024-04-30
ARI,2024-04-30,QQQ,XLRE,MDY,LR,0.6,0.04,0.7089134987839478,1,0.04076081266271017,0.03976081266271017,QQQ,2024-04-30
ENPH,2024-04-30,QQQ,XLB,MDY,LR,0.6,0.04,0.476513639847348,-1,-0.03472239759854288,0.033722397598542876,QQQ,2024-04-30
CC,2024-04-30,QQQ,XLB,MDY,LR,0.65,0.06,0.5744794397848159,-1,-0.029625568754500408,0.028625568754500407,QQQ,2024-04-30
SBH,2024-04-30,QQQ,XLB,MDY,LR,0.65,0.04,0.36134017079938757,-1,-0.0258233818376072,0.024823381837607197,QQQ,2024-04-30
COLL,2024-04-30,QQQ,XLB,MDY,LR,0.55,0.06,0.6287564840633365,1,0.02052247833474347,0.01952247833474347,QQQ,2024-04-30
RUN,2024-04-30,QQQ,XLRE,MDY,RF,0.65,0.02,0.6220779127439457,-1,-0.019900070420377405,0.018900070420377404,QQQ,2024-04-30
HASI,2024-04-30,QQQ,XLRE,MDY,LR,0.65,0.1,0.48110567871724197,-1,-0.019220482908941267,0.018220482908941266,QQQ,2024-04-30
CWEN-A,2024-04-30,QQQ,XLU,MDY,LR,0.625,0.02,0.33959384261069386,-1,-0.018326483631252076,0.017326483631252075,QQQ,2024-04-30
CWEN,2024-04-30,QQQ,XLU,MDY,RF,0.65,0.02,0.535323307619684,-1,-0.01743848113060275,0.01643848113060275,QQQ,2024-04-30
AOSL,2024-04-30,QQQ,XLK,MDY,LR,0.55,0.1,0.3939325684163476,-1,-0.015195400373346334,0.014195400373346333,QQQ,2024-04-30
GRBK,2024-04-30,QQQ,XLB,MDY,LR,0.55,0.02,0.590513552416633,1,0.015120735968930286,0.014120735968930286,QQQ,2024-04-30
DEA,2024-04-30,QQQ,XLRE,MDY,RF,0.65,0.1,0.527931104283415,-1,-0.011628566270076843,0.010628566270076842,QQQ,2024-04-30
VTLE,2024-04-30,QQQ,XLE,MDY,LR,0.65,0.08,0.5216550284882758,-1,-0.011600242220121603,0.010600242220121604,QQQ,2024-04-30
SEM,2024-04-30,QQQ,XLI,MDY,LR,0.65,0.02,0.47409431963109766,-1,-0.011158620417290863,0.010158620417290862,QQQ,2024-04-30
SEDG,2024-04-30,QQQ,XLB,MDY,RF,0.65,0.04,0.5113934970220747,-1,-0.011041087763702244,0.010041087763702244,QQQ,2024-04-30
CTRE,2024-04-30,QQQ,XLRE,MDY,LR,0.6,0.02,0.6241384396885872,1,0.010985855251503772,0.009985855251503771,QQQ,2024-04-30
QNST,2024-04-30,QQQ,XLF,MDY,LR,0.575,0.02,0.4166933218774626,-1,-0.010610183602779665,0.009610183602779664,QQQ,2024-04-30
ALGT,2024-04-30,QQQ,XLI,MDY,LR,0.65,0.06,0.5829062258464403,-1,-0.010017021209896202,0.009017021209896201,QQQ,2024-04-30
LGIH,2024-04-30,QQQ,XLB,MDY,RF,0.65,0.02,0.5772933585068202,-1,-0.006017345900923312,0.005017345900923312,QQQ,2024-04-30
PEB,2024-04-30,QQQ,XLI,MDY,LR,0.6,0.1,0.46223905577620816,-1,-0.0056295371238353625,0.0046295371238353625,QQQ,2024-04-30
GNL,2024-04-30,QQQ,XLRE,MDY,RF,0.65,0.08,0.565005957987458,-1,-0.003235920791897715,0.002235920791897715,QQQ,2024-04-30
NXRT,2024-04-30,QQQ,XLRE,MDY,LR,0.65,0.1,0.5220496441417629,-1,-0.003199636169755559,0.002199636169755559,QQQ,2024-04-30
ENR,2024-04-30,QQQ,XLB,MDY,RF,0.625,0.02,0.5285931705611585,-1,-0.002308423105721026,0.001308423105721026,QQQ,2024-04-30
FRPT,2024-04-30,QQQ,XLI,,LR,0.55,0.06,0.6183987005639994,1,0.002236680690902219,0.001236680690902219,QQQ,2024-04-30
HBI,2024-04-30,QQQ,XLB,MDY,RF,0.6,0.06,0.5262167604569172,-1,-0.0017187198560767785,0.0007187198560767785,QQQ,2024-04-30
LPG,2024-04-30,QQQ,XLE,MDY,RF,0.55,0.1,0.6050239084083898,0,0.011855914548423106,0.0,QQQ,2024-04-30
MTUS,2024-04-30,QQQ,XLB,IJR,RF,0.55,0.08,0.5477652285562795,0,-0.007728321735786443,-0.0,QQQ,2024-04-30
HI,2024-04-30,QQQ,XLI,IJR,RF,0.65,0.1,0.5682938897349312,0,-0.12691527748430487,-0.0,QQQ,2024-04-30
AAT,2024-04-30,QQQ,XLRE,MDY,RF,0.6,0.08,0.5727191872190242,0,0.005697609121019895,0.0,QQQ,2024-04-30
IBP,2024-04-30,QQQ,XLB,MDY,RF,0.55,0.08,0.6126064690826943,0,0.023004680823495893,0.0,QQQ,2024-04-30
MYRG,2024-04-30,QQQ,XLI,IJR,RF,0.55,0.1,0.5189700315082062,0,0.000641840584836728,0.0,QQQ,2024-04-30
MSGS,2024-04-30,QQQ,XLI,MDY,RF,0.575,0.06,0.5912419048806137,0,0.0024582986453088426,0.0,QQQ,2024-04-30
KOP,2024-04-30,QQQ,XLB,MDY,RF,0.55,0.1,0.5018494083305535,0,0.01689709820016176,0.0,QQQ,2024-04-30
MMI,2024-04-30,QQQ,XLRE,MDY,LR,0.575,0.1,0.5182562424478395,0,-0.0021840074836811064,-0.0,QQQ,2024-04-30
LMAT,2024-04-30,QQQ,XLY,IJR,RF,0.55,0.1,0.5226919249621842,0,0.034682394791255344,0.0,QQQ,2024-04-30
LRN,2024-04-30,QQQ,XLF,IJR,RF,0.55,0.1,0.5777042031586518,0,-0.002155204574349604,-0.0,QQQ,2024-04-30
LQDT,2024-04-30,QQQ,XLI,IJR,LR,0.55,0.08,0.5323660515910121,0,0.011160821985665703,0.0,QQQ,2024-04-30
AAMI,2024-04-30,QQQ,XLF,MDY,RF,0.625,0.06,0.5928828293662672,0,0.008655175882823203,0.0,QQQ,2024-04-30
NOG,2024-04-30,QQQ,XLE,MDY,LR,0.55,0.1,0.6047172045647278,0,-0.004011615853471762,-0.0,QQQ,2024-04-30
TFIN,2024-04-30,QQQ,XLF,IJR,RF,0.6,0.1,0.582867266928708,0,0.024107536073150634,0.0,QQQ,2024-04-30
YELP,2024-04-30,QQQ,XLY,MDY,LR,0.55,0.1,0.515546948767473,0,0.015260406616489275,0.0,QQQ,2024-04-30
XNCR,2024-04-30,QQQ,XLV,MDY,RF,0.575,0.04,0.5601311864054946,0,0.14226553693073876,0.0,QQQ,2024-04-30
