Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL
PII,2025-01-31,QQQ,XLB,MDY,LR,0.625,0.02,0.5476871753833981,-1,-0.07648713414113945,0.07548713414113944
MUR,2025-01-31,QQQ,XLE,MDY,RF,0.65,0.08,0.5371303822461639,-1,-0.04195450953706073,0.04095450953706073
PVH,2025-01-31,QQQ,XLY,MDY,LR,0.625,0.1,0.42350968071118356,-1,-0.04015237076910381,0.03915237076910381
OLN,2025-01-31,QQQ,XLB,MDY,LR,0.575,0.04,0.466953162027516,-1,-0.0380187205757091,0.037018720575709096
ASH,2025-01-31,QQQ,XLB,MDY,LR,0.65,0.02,0.5715835883309712,-1,-0.03217431644267415,0.031174316442674148
DAR,2025-01-31,QQQ,XLB,MDY,LR,0.55,0.1,0.32345895891364596,-1,-0.030571579405383284,0.029571579405383283
BRKR,2025-01-31,QQQ,XLV,,RF,0.65,0.06,0.5157903166023673,-1,-0.02885516674287793,0.02785516674287793
HAE,2025-01-31,QQQ,XLB,MDY,RF,0.65,0.04,0.4806190954510777,-1,-0.028778281238173435,0.027778281238173434
CLF,2025-01-31,QQQ,XLB,MDY,LR,0.575,0.04,0.42279590480401597,-1,-0.0269685638113753,0.0259685638113753
RPM,2025-01-31,QQQ,XLB,MDY,RF,0.625,0.02,0.5256107233601033,-1,-0.026831200172660413,0.025831200172660412
OLED,2025-01-31,QQQ,XLK,IJR,RF,0.625,0.1,0.4710397449164551,-1,-0.02654633865781186,0.02554633865781186
AA,2025-01-31,QQQ,XLB,MDY,LR,0.625,0.1,0.41482726189848684,-1,-0.022042322513563334,0.021042322513563333
MANH,2025-01-31,QQQ,XLK,,LR,0.6,0.1,0.3861134279114561,-1,-0.021524905098789154,0.020524905098789153
GNTX,2025-01-31,QQQ,XLB,MDY,RF,0.65,0.1,0.5082547745688702,-1,-0.021118101126467566,0.020118101126467565
AYI,2025-01-31,QQQ,XLI,MDY,RF,0.6,0.02,0.5086831667730308,-1,-0.020298240753315752,0.01929824075331575
RGEN,2025-01-31,QQQ,XLI,,RF,0.625,0.02,0.560248421362435,-1,-0.019601165128646708,0.018601165128646707
SAM,2025-01-31,QQQ,XLP,,RF,0.6,0.04,0.5184971749088254,-1,-0.019207892786523847,0.018207892786523846
